profile_id,latitude,longitude,upper_depth,lower_depth,date,clay,orgc,phaq,phca,sand,geometry,bedrock
1527300,51.666666666666664,0.1,0,7,1981-6-1,24.0,14.0,4.0,3.6,16.0,POINT (0.1000000000000447 51.666666666666664),rocas_igneas
1527300,51.666666666666664,0.1,7,28,1981-6-1,38.0,11.0,4.0,3.6,9.0,POINT (0.1000000000000447 51.666666666666664),rocas_igneas
1527300,51.666666666666664,0.1,28,67,1981-6-1,58.0,6.0,4.2,3.7,1.0,POINT (0.1000000000000447 51.666666666666664),rocas_igneas
1527300,51.666666666666664,0.1,67,94,1981-6-1,36.0,3.0,4.4,3.8,19.0,POINT (0.1000000000000447 51.666666666666664),rocas_igneas
1527358,55.96666666666667,-3.8194444444444446,0,17,1972-10-1,21.0,44.8,4.9,4.6,55.0,POINT (-3.81944444444442 55.96666666666666),rocas_igneas
1527358,55.96666666666667,-3.8194444444444446,17,35,1972-10-1,37.0,10.9,4.9,4.3,43.0,POINT (-3.81944444444442 55.96666666666666),rocas_igneas
1527358,55.96666666666667,-3.8194444444444446,35,60,1972-10-1,26.0,15.3,4.8,4.2,40.0,POINT (-3.81944444444442 55.96666666666666),rocas_igneas
1527358,55.96666666666667,-3.8194444444444446,60,80,1972-10-1,32.0,20.2,5.0,4.3,42.0,POINT (-3.81944444444442 55.96666666666666),rocas_igneas
1527359,57.5,-6.6,0,26,1978-6-1,7.0,61.8,5.5,4.8,75.0,POINT (-6.600000000000022 57.5),rocas_igneas
1527359,57.5,-6.6,26,72,1978-6-1,8.0,8.1,6.1,5.0,52.0,POINT (-6.600000000000022 57.5),rocas_igneas
1527359,57.5,-6.6,72,86,1978-6-1,8.0,2.8,6.4,5.3,57.0,POINT (-6.600000000000022 57.5),rocas_igneas
1527360,52.583333333333336,-0.3333333333333333,0,27,1981-6-1,21.0,17.0,7.8,7.4,50.0,POINT (-0.3333333333333041 52.58333333333332),rocas_igneas
1527360,52.583333333333336,-0.3333333333333333,27,50,1981-6-1,14.0,7.0,8.2,7.7,67.0,POINT (-0.3333333333333041 52.58333333333332),rocas_igneas
1527361,53.25,-1.0833333333333333,3,10,1981-6-1,3.0,21.0,3.8,3.0,87.0,POINT (-1.0833333333332829 53.249999999999986),rocas_igneas
1527361,53.25,-1.0833333333333333,10,25,1981-6-1,2.0,4.0,3.9,3.2,86.0,POINT (-1.0833333333332829 53.249999999999986),rocas_igneas
1527361,53.25,-1.0833333333333333,25,29,1981-6-1,11.0,20.0,3.9,3.5,80.0,POINT (-1.0833333333332829 53.249999999999986),rocas_igneas
1527361,53.25,-1.0833333333333333,29,54,1981-6-1,4.0,7.0,4.4,4.2,92.0,POINT (-1.0833333333332829 53.249999999999986),rocas_igneas
1527361,53.25,-1.0833333333333333,54,150,1981-6-1,3.0,1.0,4.4,4.2,93.0,POINT (-1.0833333333332829 53.249999999999986),rocas_igneas
1548197,51.666666666666664,0.1,0,7,1981-6-1,24.0,14.0,4.0,3.6,16.0,POINT (0.1000000000000447 51.666666666666664),rocas_igneas
1548197,51.666666666666664,0.1,7,28,1981-6-1,38.0,11.0,4.0,3.6,9.0,POINT (0.1000000000000447 51.666666666666664),rocas_igneas
1548197,51.666666666666664,0.1,28,67,1981-6-1,58.0,6.0,4.2,3.7,1.0,POINT (0.1000000000000447 51.666666666666664),rocas_igneas
1548197,51.666666666666664,0.1,67,94,1981-6-1,36.0,3.0,4.4,3.8,19.0,POINT (0.1000000000000447 51.666666666666664),rocas_igneas
1552237,51.83330154418945,-2.166670083999634,15,22,????-??-??,32.0,120.0,4.9,4.2,12.0,POINT (-2.166670083999587 51.83330154418944),rocas_igneas
1552237,51.83330154418945,-2.166670083999634,22,37,????-??-??,18.0,12.0,4.8,4.1,25.0,POINT (-2.166670083999587 51.83330154418944),rocas_igneas
1552237,51.83330154418945,-2.166670083999634,37,85,????-??-??,18.0,6.0,4.8,4.0,23.0,POINT (-2.166670083999587 51.83330154418944),rocas_igneas
1552237,51.83330154418945,-2.166670083999634,85,100,????-??-??,15.0,5.0,4.9,4.0,33.0,POINT (-2.166670083999587 51.83330154418944),rocas_igneas
1552237,51.83330154418945,-2.166670083999634,100,130,????-??-??,16.0,6.0,5.0,4.1,34.0,POINT (-2.166670083999587 51.83330154418944),rocas_igneas
1562113,51.166666666666664,0.8333333333333334,0,10,1981-6-1,3.0,68.0,4.2,2.6,86.0,POINT (0.8333333333333875 51.16666666666668),rocas_igneas
1562113,51.166666666666664,0.8333333333333334,10,42,1981-6-1,1.0,10.0,4.3,2.7,90.0,POINT (0.8333333333333875 51.16666666666668),rocas_igneas
1562113,51.166666666666664,0.8333333333333334,42,47,1981-6-1,6.0,22.0,4.2,3.0,89.0,POINT (0.8333333333333875 51.16666666666668),rocas_igneas
1562113,51.166666666666664,0.8333333333333334,47,53,1981-6-1,7.0,10.0,4.3,3.2,88.0,POINT (0.8333333333333875 51.16666666666668),rocas_igneas
1562113,51.166666666666664,0.8333333333333334,53,90,1981-6-1,7.0,4.0,4.6,3.6,88.0,POINT (0.8333333333333875 51.16666666666668),rocas_igneas
1562168,53.13333333333333,-3.6666666666666665,0,5,1981-6-1,18.0,53.0,4.0,3.6,29.0,POINT (-3.6666666666666505 53.13333333333331),rocas_igneas
1562168,53.13333333333333,-3.6666666666666665,5,28,1981-6-1,11.0,28.0,4.5,4.1,53.0,POINT (-3.6666666666666505 53.13333333333331),rocas_igneas
1562168,53.13333333333333,-3.6666666666666665,28,60,1981-6-1,9.0,12.0,4.8,4.4,41.0,POINT (-3.6666666666666505 53.13333333333331),rocas_igneas
1562168,53.13333333333333,-3.6666666666666665,60,120,1981-6-1,2.0,4.0,5.0,4.7,70.0,POINT (-3.6666666666666505 53.13333333333331),rocas_igneas
1562169,51.833333333333336,-3.8333333333333335,15,22,1985-6-1,32.0,120.0,4.9,4.2,12.0,POINT (-3.833333333333303 51.83333333333332),rocas_igneas
1562169,51.833333333333336,-3.8333333333333335,22,37,1985-6-1,18.0,12.0,4.8,4.1,25.0,POINT (-3.833333333333303 51.83333333333332),rocas_igneas
1562169,51.833333333333336,-3.8333333333333335,37,85,1985-6-1,18.0,6.0,4.8,4.0,23.0,POINT (-3.833333333333303 51.83333333333332),rocas_igneas
1562169,51.833333333333336,-3.8333333333333335,85,100,1985-6-1,15.0,5.0,4.9,4.0,33.0,POINT (-3.833333333333303 51.83333333333332),rocas_igneas
1562169,51.833333333333336,-3.8333333333333335,100,130,1985-6-1,16.0,6.0,5.0,4.1,34.0,POINT (-3.833333333333303 51.83333333333332),rocas_igneas
1583291,51.166666666666664,0.8333333333333334,0,10,1981-6-1,3.0,68.0,4.2,2.6,86.0,POINT (0.8333333333333875 51.16666666666668),rocas_igneas
1583291,51.166666666666664,0.8333333333333334,10,42,1981-6-1,1.0,10.0,4.3,2.7,90.0,POINT (0.8333333333333875 51.16666666666668),rocas_igneas
1583291,51.166666666666664,0.8333333333333334,42,47,1981-6-1,6.0,22.0,4.2,3.0,89.0,POINT (0.8333333333333875 51.16666666666668),rocas_igneas
1583291,51.166666666666664,0.8333333333333334,47,53,1981-6-1,7.0,10.0,4.3,3.2,88.0,POINT (0.8333333333333875 51.16666666666668),rocas_igneas
1583291,51.166666666666664,0.8333333333333334,53,90,1981-6-1,7.0,4.0,4.6,3.6,88.0,POINT (0.8333333333333875 51.16666666666668),rocas_igneas
1587309,53.33330154418945,-0.9166669845581055,0,2,????-??-??,6.0,44.0,3.8,3.0,75.0,POINT (-0.9166669845580714 53.33330154418945),rocas_igneas
1587309,53.33330154418945,-0.9166669845581055,2,19,????-??-??,6.0,16.0,4.0,3.4,79.0,POINT (-0.9166669845580714 53.33330154418945),rocas_igneas
1587309,53.33330154418945,-0.9166669845581055,19,44,????-??-??,7.0,8.0,4.4,3.9,75.0,POINT (-0.9166669845580714 53.33330154418945),rocas_igneas
1587309,53.33330154418945,-0.9166669845581055,44,80,????-??-??,5.0,2.0,4.5,4.1,85.0,POINT (-0.9166669845580714 53.33330154418945),rocas_igneas
1587309,53.33330154418945,-0.9166669845581055,80,150,????-??-??,3.0,0.5,4.6,4.0,95.0,POINT (-0.9166669845580714 53.33330154418945),rocas_igneas
1596878,51.666666666666664,0.1,0,4,1981-6-1,10.0,250.0,3.8,3.0,38.0,POINT (0.1000000000000447 51.666666666666664),rocas_igneas
1596878,51.666666666666664,0.1,4,21,1981-6-1,29.0,28.0,3.7,3.3,30.0,POINT (0.1000000000000447 51.666666666666664),rocas_igneas
1596878,51.666666666666664,0.1,21,36,1981-6-1,49.0,9.0,4.0,3.5,15.0,POINT (0.1000000000000447 51.666666666666664),rocas_igneas
1596878,51.666666666666664,0.1,36,61,1981-6-1,51.0,5.0,4.0,3.6,9.0,POINT (0.1000000000000447 51.666666666666664),rocas_igneas
1596926,51.666666666666664,-0.8333333333333334,0,9,1981-6-1,44.0,62.0,7.4,7.0,23.0,POINT (-0.8333333333332985 51.66666666666666),rocas_igneas
1596926,51.666666666666664,-0.8333333333333334,9,23,1981-6-1,68.0,20.0,7.6,7.1,13.0,POINT (-0.8333333333332985 51.66666666666666),rocas_igneas
1596926,51.666666666666664,-0.8333333333333334,23,31,1981-6-1,43.0,11.0,8.0,7.5,11.0,POINT (-0.8333333333332985 51.66666666666666),rocas_igneas
1618222,51.666666666666664,0.1,0,4,1981-6-1,10.0,250.0,3.8,3.0,38.0,POINT (0.1000000000000447 51.666666666666664),rocas_igneas
1618222,51.666666666666664,0.1,4,21,1981-6-1,29.0,28.0,3.7,3.3,30.0,POINT (0.1000000000000447 51.666666666666664),rocas_igneas
1618222,51.666666666666664,0.1,21,36,1981-6-1,49.0,9.0,4.0,3.5,15.0,POINT (0.1000000000000447 51.666666666666664),rocas_igneas
1618222,51.666666666666664,0.1,36,61,1981-6-1,51.0,5.0,4.0,3.6,9.0,POINT (0.1000000000000447 51.666666666666664),rocas_igneas
1622254,53.18330001831055,-2.416670083999634,0,22,????-??-??,23.0,44.0,5.6,4.9,25.0,POINT (-2.41667008399961 53.183300018310526),rocas_igneas
1622254,53.18330001831055,-2.416670083999634,22,40,????-??-??,25.0,24.0,5.0,4.3,24.0,POINT (-2.41667008399961 53.183300018310526),rocas_igneas
1622254,53.18330001831055,-2.416670083999634,40,70,????-??-??,24.0,19.0,5.0,4.4,31.0,POINT (-2.41667008399961 53.183300018310526),rocas_igneas
1622254,53.18330001831055,-2.416670083999634,70,100,????-??-??,13.0,5.0,5.1,4.6,62.0,POINT (-2.41667008399961 53.183300018310526),rocas_igneas
1631863,51.18333333333333,0.9333333333333333,0,20,1981-6-1,33.0,53.0,8.1,7.8,32.0,POINT (0.9333333333333813 51.18333333333333),rocas_igneas
1631863,51.18333333333333,0.9333333333333333,20,30,1981-6-1,33.0,33.0,8.3,7.9,30.0,POINT (0.9333333333333813 51.18333333333333),rocas_igneas
1631863,51.18333333333333,0.9333333333333333,30,80,1981-6-1,30.0,8.0,8.5,8.0,27.0,POINT (0.9333333333333813 51.18333333333333),rocas_igneas
1631863,51.18333333333333,0.9333333333333333,80,100,1981-6-1,26.0,12.0,8.3,8.0,35.0,POINT (0.9333333333333813 51.18333333333333),rocas_igneas
1631863,51.18333333333333,0.9333333333333333,100,150,1981-6-1,21.0,7.0,8.4,8.1,36.0,POINT (0.9333333333333813 51.18333333333333),rocas_igneas
1631922,53.333333333333336,-1.0833333333333333,0,2,1981-6-1,6.0,44.0,3.8,3.0,75.0,POINT (-1.0833333333332957 53.33333333333332),rocas_igneas
1631922,53.333333333333336,-1.0833333333333333,2,19,1981-6-1,6.0,16.0,4.0,3.4,79.0,POINT (-1.0833333333332957 53.33333333333332),rocas_igneas
1631922,53.333333333333336,-1.0833333333333333,19,44,1981-6-1,7.0,8.0,4.4,3.9,75.0,POINT (-1.0833333333332957 53.33333333333332),rocas_igneas
1631922,53.333333333333336,-1.0833333333333333,44,80,1981-6-1,5.0,2.0,4.5,4.1,85.0,POINT (-1.0833333333332957 53.33333333333332),rocas_igneas
1631922,53.333333333333336,-1.0833333333333333,80,150,1981-6-1,3.0,0.5,4.6,4.0,95.0,POINT (-1.0833333333332957 53.33333333333332),rocas_igneas
1652820,51.18333333333333,0.9333333333333333,0,20,1981-6-1,33.0,53.0,8.1,7.8,32.0,POINT (0.9333333333333813 51.18333333333333),rocas_igneas
1652820,51.18333333333333,0.9333333333333333,20,30,1981-6-1,33.0,33.0,8.3,7.9,30.0,POINT (0.9333333333333813 51.18333333333333),rocas_igneas
1652820,51.18333333333333,0.9333333333333333,30,80,1981-6-1,30.0,8.0,8.5,8.0,27.0,POINT (0.9333333333333813 51.18333333333333),rocas_igneas
1652820,51.18333333333333,0.9333333333333333,80,100,1981-6-1,26.0,12.0,8.3,8.0,35.0,POINT (0.9333333333333813 51.18333333333333),rocas_igneas
1652820,51.18333333333333,0.9333333333333333,100,150,1981-6-1,21.0,7.0,8.4,8.1,36.0,POINT (0.9333333333333813 51.18333333333333),rocas_igneas
1656782,53.13330078125,-2.333329916000366,24,33,????-??-??,23.0,50.0,3.9,3.4,5.0,POINT (-2.3333299160003365 53.13330078124999),rocas_igneas
1656782,53.13330078125,-2.333329916000366,33,34,????-??-??,25.0,43.0,4.3,3.8,20.0,POINT (-2.3333299160003365 53.13330078124999),rocas_igneas
1656782,53.13330078125,-2.333329916000366,34,62,????-??-??,23.0,12.0,4.3,3.8,11.0,POINT (-2.3333299160003365 53.13330078124999),rocas_igneas
1656782,53.13330078125,-2.333329916000366,62,80,????-??-??,10.0,10.0,4.8,4.2,34.0,POINT (-2.3333299160003365 53.13330078124999),rocas_igneas
1656782,53.13330078125,-2.333329916000366,80,120,????-??-??,9.0,5.0,5.3,4.7,18.0,POINT (-2.3333299160003365 53.13330078124999),rocas_igneas
1656860,53.33330154418945,-0.800000011920929,0,26,????-??-??,5.0,18.0,5.4,4.8,85.0,POINT (-0.8000000119208854 53.33330154418944),rocas_igneas
1656860,53.33330154418945,-0.800000011920929,26,52,????-??-??,5.0,4.0,6.9,6.3,81.0,POINT (-0.8000000119208854 53.33330154418944),rocas_igneas
1656860,53.33330154418945,-0.800000011920929,52,80,????-??-??,4.0,2.0,7.0,6.4,87.0,POINT (-0.8000000119208854 53.33330154418944),rocas_igneas
1656860,53.33330154418945,-0.800000011920929,80,100,????-??-??,4.0,2.0,7.2,6.7,86.0,POINT (-0.8000000119208854 53.33330154418944),rocas_igneas
1656860,53.33330154418945,-0.800000011920929,100,150,????-??-??,5.0,1.0,6.9,6.3,92.0,POINT (-0.8000000119208854 53.33330154418944),rocas_igneas
1666612,51.166666666666664,0.8333333333333334,13,22,1981-6-1,4.0,25.0,4.2,3.7,71.0,POINT (0.8333333333333875 51.16666666666668),rocas_igneas
1666612,51.166666666666664,0.8333333333333334,22,35,1981-6-1,4.0,24.0,4.1,3.6,71.0,POINT (0.8333333333333875 51.16666666666668),rocas_igneas
1666612,51.166666666666664,0.8333333333333334,35,70,1981-6-1,7.0,5.0,4.3,3.9,68.0,POINT (0.8333333333333875 51.16666666666668),rocas_igneas
1666612,51.166666666666664,0.8333333333333334,70,82,1981-6-1,8.0,2.0,4.4,3.8,88.0,POINT (0.8333333333333875 51.16666666666668),rocas_igneas
1687350,51.166666666666664,0.8333333333333334,13,22,1981-6-1,4.0,25.0,4.2,3.7,71.0,POINT (0.8333333333333875 51.16666666666668),rocas_igneas
1687350,51.166666666666664,0.8333333333333334,22,35,1981-6-1,4.0,24.0,4.1,3.6,71.0,POINT (0.8333333333333875 51.16666666666668),rocas_igneas
1687350,51.166666666666664,0.8333333333333334,35,70,1981-6-1,7.0,5.0,4.3,3.9,68.0,POINT (0.8333333333333875 51.16666666666668),rocas_igneas
1687350,51.166666666666664,0.8333333333333334,70,82,1981-6-1,8.0,2.0,4.4,3.8,88.0,POINT (0.8333333333333875 51.16666666666668),rocas_igneas
1691246,57.20560073852539,-3.895829916000366,0,20,????-??-??,4.0,53.3,4.3,3.8,95.0,POINT (-3.8958299160003413 57.205600738525376),rocas_igneas
1691246,57.20560073852539,-3.895829916000366,21,41,????-??-??,4.0,28.7,4.6,4.5,90.0,POINT (-3.8958299160003413 57.205600738525376),rocas_igneas
1691296,53.25,-0.9166669845581055,3,10,????-??-??,3.0,21.0,3.8,3.0,87.0,POINT (-0.9166669845580969 53.24999999999999),rocas_igneas
1691296,53.25,-0.9166669845581055,10,25,????-??-??,2.0,4.0,3.9,3.2,86.0,POINT (-0.9166669845580969 53.24999999999999),rocas_igneas
1691296,53.25,-0.9166669845581055,25,29,????-??-??,11.0,20.0,3.9,3.5,80.0,POINT (-0.9166669845580969 53.24999999999999),rocas_igneas
1691296,53.25,-0.9166669845581055,29,54,????-??-??,4.0,7.0,4.4,4.2,92.0,POINT (-0.9166669845580969 53.24999999999999),rocas_igneas
1691296,53.25,-0.9166669845581055,54,150,????-??-??,3.0,1.0,4.4,4.2,93.0,POINT (-0.9166669845580969 53.24999999999999),rocas_igneas
