date,profile_id,longitude,latitude,upper_depth,lower_depth,clay,phaq,sand,silt,tceq
2003-3-26,1636171,-103.25022459153887,20.917285501267614,0,16,28.0,5.9,54.0,18.0,0.0
2003-3-27,1253867,-102.07747347956784,20.98343598709759,0,12,30.0,6.2,38.0,32.0,0.0
2003-3-27,1253867,-102.07747347956784,20.98343598709759,12,30,36.0,6.7,30.0,34.0,0.0
2003-3-27,1427586,-102.18358853283571,20.96265315147472,0,10,26.0,5.7,58.0,16.0,79.0
2003-3-28,1636172,-102.12293094435613,20.89303649723853,0,13,24.0,6.0,50.0,26.0,0.0
2003-3-4,1288660,-102.93646627394946,22.76615605875156,0,25,18.0,6.9,66.0,16.0,0.0
2003-3-4,1496890,-103.0170178163497,22.68837538339327,0,18,8.0,6.9,78.0,14.0,0.0
2003-3-5,1149376,-103.24758874370461,22.98280286153525,0,20,26.0,5.7,56.0,18.0,0.0
2003-3-5,1149376,-103.24758874370461,22.98280286153525,20,25,28.0,5.4,58.0,14.0,0.0
2003-3-5,1531698,-103.09813908414017,22.88781126322,0,19,24.0,6.5,44.0,32.0,0.0
2003-3-6,1496891,-103.35036311638939,22.893913499835048,0,19,36.0,5.5,42.0,22.0,0.0
2003-3-6,1636210,-103.46703066746635,22.811965786720325,0,20,20.0,5.7,74.0,6.0,0.0
2003-3-7,1184277,-103.54479818790062,22.64945408053496,0,15,18.0,6.1,68.0,14.0,0.0
2003-3-7,1531699,-103.55590623627583,22.707793297541144,0,20,36.0,6.1,52.0,12.0,0.0
2003-4-22,1566291,-103.92647383347443,19.463894090491554,0,6,14.0,7.0,64.0,22.0,0.0
2003-4-22,1566291,-103.92647383347443,19.463894090491554,6,19,12.0,6.6,62.0,26.0,0.0
2003-4-22,1566291,-103.92647383347443,19.463894090491554,19,28,10.0,6.7,64.0,26.0,0.0
2003-4-22,1670622,-100.42144253727368,18.867320880348156,0,13,24.0,4.5,19.0,57.0,0.0
2003-4-23,1253708,-100.57755591552609,18.59566679387545,0,7,28.0,6.4,56.0,16.0,0.0
2003-4-23,1357900,-100.37533243758799,18.6853850168138,0,15,28.0,6.8,42.0,30.0,0.0
2003-4-23,1357901,-100.36866649130754,18.790381735224674,0,8,32.0,6.7,43.0,25.0,0.0
2003-4-24,1566402,-90.38807588582583,18.60753424339281,0,19,60.0,6.5,30.0,10.0,0.0
2003-4-25,1184021,-103.27345799168255,19.338030123178772,0,9,24.0,6.1,52.0,24.0,0.0
2003-4-25,1184021,-103.27345799168255,19.338030123178772,9,18,24.0,6.1,52.0,24.0,0.0
2003-4-25,1392678,-90.30060339780694,18.84030422371906,0,27,28.0,7.8,62.0,10.0,170.0
2003-4-26,1357982,-90.14022518936768,18.79778256564506,0,11,27.0,8.1,65.0,8.0,472.0
2003-4-26,1566331,-100.46866716773928,18.78260228066147,0,14,36.0,6.7,43.0,21.0,0.0
2003-4-26,1670623,-100.78615724855395,18.885652275731015,0,17,40.0,7.0,34.0,26.0,0.0
2003-4-28,1323021,-103.71990889170918,19.835463118714088,0,18,18.0,6.2,54.0,28.0,0.0
2003-5-13,1289051,-109.90865359629477,31.191410036379168,0,9,15.0,6.7,66.0,19.0,0.0
2003-5-13,1358464,-109.98723595930454,31.326319198677854,0,21,16.0,4.9,74.0,10.0,0.0
2003-5-15,1636075,-91.95361727770073,18.633848015190686,21,30,18.0,8.6,60.0,22.0,340.0
2003-5-16,1253778,-90.72706470433091,18.278082798025974,0,14,61.0,7.7,33.0,6.0,28.0
2003-5-17,1253829,-88.73869853795367,19.84640587280205,0,9,58.0,7.0,33.0,9.0,0.0
2003-5-17,1566439,-92.06556373411699,16.531193707996245,0,20,25.0,6.6,65.0,10.0,0.0
2003-5-17,1601256,-90.68685941495912,18.166768432237436,0,10,48.0,8.3,37.0,15.0,193.0
2003-5-20,1566357,-98.15772636795785,17.277005611506006,0,25,11.0,5.6,55.0,34.0,0.0
2003-5-20,1601257,-91.27388410199956,18.097633358264577,0,15,2.0,6.2,90.0,8.0,0.0
2003-5-20,1601257,-91.27388410199956,18.097633358264577,15,30,2.0,5.7,92.0,6.0,0.0
2003-5-21,1601258,-91.36048585522107,18.18470639741132,0,13,4.0,6.2,78.0,18.0,0.0
2003-5-21,1601258,-91.36048585522107,18.18470639741132,13,27,2.0,6.1,86.0,12.0,0.0
2003-5-22,1253779,-91.42067049283695,18.304211380246674,0,22,8.0,6.7,80.0,12.0,0.0
2003-5-23,1427495,-91.40191521390257,18.42290063744613,0,15,20.0,8.4,60.0,20.0,24.0
2003-5-24,1184139,-91.64578443185286,18.19205871370993,0,18,56.0,5.1,24.0,20.0,0.0
2003-5-24,1219180,-89.00773518771287,20.392145775377468,0,14,58.0,7.0,36.0,6.0,0.0
2003-5-24,1392624,-101.57250932413852,18.16675048760113,0,30,28.0,6.9,48.0,24.0,0.0
2003-5-24,1462019,-98.72183986854218,17.668184335819845,6,25,53.0,5.5,31.0,16.0,0.0
2003-5-25,1323361,-88.7357228458172,20.237470959189146,0,16,54.0,7.0,32.0,14.0,0.0
2003-5-25,1357983,-91.65169129049681,18.032168903325054,0,21,22.0,5.8,56.0,22.0,0.0
2003-5-25,1601181,-101.30585254244397,18.04065376459136,0,20,24.0,6.6,38.0,38.0,0.0
2003-5-26,1323137,-91.86975108779815,18.121524340320455,0,12,18.0,6.2,76.0,6.0,0.0
2003-5-26,1323137,-91.86975108779815,18.121524340320455,12,25,32.0,6.4,52.0,16.0,0.0
2003-5-26,1670926,-88.55999720240098,20.21525356914727,0,16,62.0,6.7,23.0,15.0,0.0
2003-5-27,1149160,-101.53667017999287,18.06091757589795,0,30,51.0,6.8,34.0,15.0,0.0
2003-5-27,1288512,-98.85245678136472,17.504091203758726,0,20,42.0,5.5,35.0,23.0,0.0
2003-5-27,1531490,-100.90670930050261,18.27316594411471,0,8,14.0,7.0,62.0,24.0,0.0
2003-5-28,1149161,-100.52838799842486,18.121505689155498,0,3,24.0,6.8,53.0,23.0,0.0
2003-5-29,1288598,-89.20080340082211,19.731535145589866,0,16,48.0,7.0,39.0,13.0,0.0
2003-5-29,1670624,-100.09839352907636,18.437611403541094,0,11,18.0,6.3,44.0,38.0,0.0
2003-5-30,1149288,-88.95566015371024,19.988634111257138,0,23,72.0,6.8,16.0,12.0,0.0
2003-5-30,1149493,-88.18839091961232,20.83088961013252,0,18,58.0,6.4,26.0,16.0,0.0
2003-5-30,1462020,-99.12888207661683,17.526007130041677,0,8,27.0,5.2,53.0,20.0,0.0
2003-5-5,1254284,-110.18470701329234,31.026334452175952,0,18,20.0,6.6,56.0,24.0,0.0
2003-5-5,1254284,-110.18470701329234,31.026334452175952,18,27,24.0,6.8,52.0,24.0,0.0
2003-5-5,1289041,-110.02998680163849,31.101325604452665,0,14,16.0,5.6,70.0,14.0,0.0
2003-5-6,1462535,-110.21111289419137,31.226323660366315,0,13,14.0,6.6,70.0,16.0,0.0
2003-5-7,1496815,-89.00386086321066,19.391272802462247,0,20,68.0,6.9,26.0,6.0,0.0
2003-5-8,1254285,-110.79003191520788,31.260483477969395,0,20,26.0,6.3,70.0,4.0,0.0
2003-5-9,1289043,-111.0347573484576,31.242151779077577,0,18,16.0,5.7,64.0,20.0,0.0
2003-5-9,1289043,-111.0347573484576,31.242151779077577,18,27,18.0,5.4,70.0,12.0,0.0
2003-5-9,1462116,-88.59319183034783,19.90316996757763,0,10,80.0,7.0,14.0,6.0,0.0
2003-6-1,1357937,-99.44566680176827,17.55093900386699,0,22,23.0,5.8,59.0,18.0,0.0
2003-6-1,1462281,-88.80896411218582,20.785448437450146,0,25,58.0,6.8,26.0,16.0,0.0
2003-6-10,1253722,-96.98306934441386,18.153160649206516,0,23,20.0,5.2,54.0,26.0,0.0
2003-6-10,1288496,-96.74667530972165,18.124271008635617,0,20,58.0,6.2,14.0,28.0,0.0
2003-6-10,1670747,-89.47068519699509,19.29792444095545,0,14,44.0,7.4,42.0,14.0,693.0
2003-6-11,1357919,-96.60445999193031,18.144268509557417,0,18,34.0,6.0,34.0,32.0,0.0
2003-6-11,1566343,-96.43612065376706,18.097613239063786,0,22,28.0,5.4,30.0,42.0,0.0
2003-6-12,1184076,-96.23501272595207,18.130666395018306,0,18,22.0,4.6,56.0,22.0,0.0
2003-6-12,1323077,-96.2205641073255,18.26510967094263,0,27,28.0,4.4,48.0,24.0,0.0
2003-6-12,1358021,-89.65017591819391,19.08204857779199,0,20,66.0,5.9,20.0,14.0,0.0
2003-6-12,1531503,-96.11751533852302,18.044557136133108,0,19,30.0,4.4,48.0,22.0,0.0
2003-6-12,1601215,-99.87300351748792,17.68738375305277,18,30,45.0,5.9,28.0,27.0,0.0
2003-6-13,1323094,-99.77635540573337,17.7193869715193,0,25,19.0,6.1,47.0,34.0,0.0
2003-6-13,1670642,-96.29417835067058,18.583162077141854,0,20,22.0,6.2,56.0,22.0,0.0
2003-6-14,1218876,-96.72418198284919,18.462877408710856,0,13,42.0,4.6,50.0,8.0,0.0
2003-6-14,1218876,-96.72418198284919,18.462877408710856,13,21,76.0,4.6,10.0,14.0,0.0
2003-6-16,1218877,-96.45111483859617,18.834540137792974,0,20,42.0,6.4,24.0,34.0,0.0
2003-6-16,1531523,-99.68430767348201,17.363120045211087,0,25,12.0,5.1,50.0,38.0,0.0
2003-6-16,1531724,-101.28924864049225,23.201572406722363,0,14,14.0,8.1,59.0,27.0,239.0
2003-6-17,1358104,-101.7967544562601,23.256021640988198,0,18,12.0,8.0,74.0,14.0,327.0
2003-6-17,1462021,-99.58318188610933,17.275302249903092,0,20,21.0,5.0,69.0,10.0,0.0
2003-6-18,1149400,-101.65780295648004,23.304315847072644,0,6,4.0,8.0,95.0,1.0,12.0
2003-6-18,1149400,-101.65780295648004,23.304315847072644,6,27,6.0,8.1,90.0,4.0,45.0
2003-6-18,1392636,-97.10917342874966,18.65925870535766,0,21,40.0,5.5,34.0,26.0,0.0
2003-6-19,1149179,-97.194724743642,18.946192000800895,0,11,14.0,4.5,44.0,42.0,0.0
2003-6-19,1358105,-101.212502892491,23.40631241352926,0,21,12.0,7.9,73.0,15.0,257.0
2003-6-19,1497336,-110.79050232079281,29.13559024022153,10,20,9.0,6.9,60.0,31.0,0.0
2003-6-19,1531505,-97.73807927828615,18.153712257987817,0,9,8.0,5.9,73.0,19.0,0.0
2003-6-19,1601216,-99.19469333856826,17.029625469762664,0,30,27.0,5.0,54.0,19.0,0.0
2003-6-20,1358106,-100.84471533825437,23.11982444244306,11,27,40.0,8.1,33.0,27.0,175.0
2003-6-20,1428045,-110.44977893641824,29.315534933232133,0,22,10.0,7.0,66.0,24.0,0.0
2003-6-22,1393208,-110.48338749256958,29.60990975395945,0,24,33.0,5.9,57.0,10.0,0.0
2003-6-23,1219094,-100.73019310173044,23.18680390015273,0,15,34.0,8.5,45.0,21.0,320.0
2003-6-23,1496957,-100.36174821867212,21.965526550856147,0,8,40.0,7.0,48.0,12.0,0.0
2003-6-23,1636017,-97.81530077491543,18.303985892213984,0,12,22.0,7.0,61.0,17.0,0.0
2003-6-24,1184092,-99.66943492435527,17.654983997754584,0,30,18.0,6.4,66.0,16.0,0.0
2003-6-24,1323682,-108.16634151560082,29.150732762721013,0,12,16.0,6.7,64.0,20.0,0.0
2003-6-24,1323682,-108.16634151560082,29.150732762721013,12,20,16.0,6.4,34.0,50.0,0.0
2003-6-24,1428049,-108.2522519716975,29.190479548080067,0,13,12.0,6.7,58.0,30.0,0.0
2003-6-24,1428049,-108.2522519716975,29.190479548080067,13,29,32.0,6.0,36.0,32.0,0.0
2003-6-24,1531533,-97.81734559723809,17.805197793793468,0,20,31.0,5.3,60.0,9.0,0.0
2003-6-25,1253924,-101.74959478897605,23.80184480882206,0,21,26.0,8.2,41.0,33.0,155.0
2003-6-25,1253924,-101.74959478897605,23.80184480882206,21,29,38.0,8.0,41.0,21.0,247.0
2003-6-25,1462026,-97.846500063426,17.549465787775077,0,23,24.0,5.9,52.0,24.0,0.0
2003-6-25,1566575,-100.07171805121183,21.92180288492614,0,17,22.0,5.3,52.0,26.0,0.0
2003-6-25,1566575,-100.07171805121183,21.92180288492614,17,30,22.0,6.0,56.0,22.0,0.0
2003-6-25,1601792,-110.85242228221894,29.572983226473095,0,14,19.0,6.3,61.0,20.0,0.0
2003-6-25,1601799,-108.08718231122586,29.114751414652726,0,20,20.0,6.7,40.0,40.0,0.0
2003-6-26,1184298,-100.97034790833489,23.940982627202334,0,23,20.0,8.5,53.0,27.0,272.0
2003-6-26,1219519,-108.08228963592312,29.400459660128913,0,8,22.0,5.9,54.0,24.0,0.0
2003-6-26,1219519,-108.08228963592312,29.400459660128913,8,20,28.0,6.4,52.0,20.0,0.0
2003-6-26,1253925,-100.7363699500281,23.845799439695373,0,15,12.0,7.9,16.0,72.0,116.0
2003-6-26,1392654,-97.87995283584263,17.039966048531326,0,23,24.0,3.5,46.0,30.0,0.0
2003-6-27,1149178,-96.62972889200962,18.95203818879775,0,22,32.0,5.3,40.0,28.0,0.0
2003-6-27,1149444,-100.43726521707987,21.62406690542774,0,16,12.0,5.9,78.0,10.0,0.0
2003-6-27,1149807,-108.16001133660485,29.596526235041573,0,18,18.0,6.2,54.0,28.0,0.0
2003-6-27,1323683,-108.1587236225794,29.562955681325057,0,23,16.0,6.3,50.0,34.0,0.0
2003-6-27,1462240,-100.43895647750007,21.552550742063698,0,13,10.0,6.2,56.0,34.0,0.0
2003-6-27,1462240,-100.43895647750007,21.552550742063698,13,29,14.0,5.9,72.0,14.0,0.0
2003-6-3,1566457,-89.95436432394209,19.905339810080065,0,27,58.0,5.6,22.0,20.0,0.0
2003-6-3,1601217,-99.5188306216501,17.156270578199315,0,20,5.0,5.0,93.0,2.0,0.0
2003-6-30,1184656,-108.97421564007435,29.608727245967152,0,12,36.0,8.2,38.0,26.0,23.0
2003-6-30,1184656,-108.97421564007435,29.608727245967152,12,20,36.0,8.0,52.0,12.0,71.0
2003-6-30,1323684,-108.4087253532516,29.67206435038305,0,20,40.0,5.8,38.0,22.0,0.0
2003-6-30,1462590,-108.26030687142013,29.74337345082653,0,12,20.0,6.4,38.0,42.0,0.0
2003-6-30,1462590,-108.26030687142013,29.74337345082653,12,30,26.0,6.2,36.0,38.0,0.0
2003-6-30,1636182,-104.13885261179124,23.898181394280826,0,18,17.0,7.5,60.0,23.0,15.0
2003-6-30,1636182,-104.13885261179124,23.898181394280826,18,29,22.0,9.7,50.0,28.0,133.0
2003-6-30,1636231,-100.45246760685079,23.122404896482518,0,15,28.0,7.7,14.0,58.0,325.0
2003-6-30,1636634,-108.27978633641206,29.65310029480145,0,10,14.0,5.9,60.0,26.0,0.0
2003-6-30,1636634,-108.27978633641206,29.65310029480145,10,20,24.0,6.7,58.0,18.0,0.0
2003-6-4,1496816,-89.95939672236341,19.72528935971606,0,19,62.0,7.0,28.0,10.0,0.0
2003-6-4,1531616,-89.89836607513922,19.8244272241902,0,21,74.0,7.0,20.0,6.0,0.0
2003-6-5,1566458,-89.78334839825452,19.932784426472452,0,25,46.0,7.0,46.0,8.0,0.0
2003-6-9,1392644,-99.85363801782543,17.179612698868862,0,25,33.0,5.3,44.0,23.0,0.0
2003-7-1,1149349,-104.15896343824899,23.42674739422056,0,8,15.0,5.5,66.0,19.0,0.0
2003-7-1,1184299,-100.6839249358767,23.957305286463374,0,17,30.0,7.9,50.0,20.0,427.0
2003-7-1,1358506,-108.64672719989716,29.71770333211963,0,18,22.0,6.0,38.0,40.0,0.0
2003-7-1,1427691,-100.32824100086167,21.066412148434623,0,23,20.0,5.6,54.0,26.0,0.0
2003-7-1,1566544,-100.61197188093001,23.689702082994156,0,17,9.0,7.5,28.0,63.0,15.0
2003-7-1,1566544,-100.61197188093001,23.689702082994156,17,30,11.0,7.6,26.0,63.0,13.0
2003-7-1,1601370,-104.11489925266204,23.788566266955076,0,21,37.0,8.1,50.0,13.0,73.0
2003-7-10,1392655,-97.01548547940955,17.71801827785649,0,23,42.0,7.5,54.0,4.0,440.0
2003-7-10,1531644,-106.25460810213751,23.91425208401039,0,13,16.0,5.6,70.0,14.0,0.0
2003-7-10,1531644,-106.25460810213751,23.91425208401039,13,29,24.0,6.0,54.0,22.0,0.0
2003-7-10,1566576,-101.2466165038351,21.383355339262295,0,23,23.0,5.5,51.0,26.0,0.0
2003-7-10,1670883,-101.62510779904515,21.333683607462245,0,18,18.0,4.5,52.0,30.0,0.0
2003-7-11,1253741,-97.20819164974316,17.850975860715632,0,14,60.0,6.1,36.0,4.0,474.0
2003-7-11,1253741,-97.20819164974316,17.850975860715632,14,25,53.0,6.1,42.0,5.0,477.0
2003-7-11,1566578,-101.87977350758979,21.13090723862467,0,20,8.0,5.7,87.0,5.0,0.0
2003-7-14,1184099,-96.8948776955355,17.841555485106287,0,12,25.0,4.6,44.0,31.0,0.0
2003-7-14,1184099,-96.8948776955355,17.841555485106287,12,25,20.0,4.2,44.0,36.0,0.0
2003-7-15,1184336,-100.8268761110847,21.687324383917396,0,13,15.0,5.3,73.0,12.0,0.0
2003-7-15,1427460,-96.88108215374041,17.733373170744702,0,11,32.0,5.2,34.0,34.0,0.0
2003-7-15,1601441,-101.09273311925045,21.894365108986985,0,14,13.0,5.3,67.0,20.0,0.0
2003-7-16,1462028,-97.05431435157388,17.144316604604334,0,17,14.0,6.5,66.0,20.0,0.0
2003-7-16,1601437,-101.22642835814494,21.572818043565018,0,10,12.0,5.3,70.0,18.0,0.0
2003-7-17,1218898,-96.98544172268934,17.10580478723327,0,24,24.0,4.7,58.0,18.0,0.0
2003-7-17,1601433,-101.97000505069646,21.93901455437045,0,24,12.0,5.7,76.0,12.0,0.0
2003-7-2,1184300,-100.62201261971754,23.5723318204103,0,16,48.0,8.2,24.0,28.0,344.0
2003-7-2,1219136,-100.61521359205943,21.16792786763911,0,18,49.0,6.2,30.0,21.0,0.0
2003-7-2,1531668,-104.4311352238636,23.8368691751137,0,7,21.0,6.6,38.0,41.0,0.0
2003-7-2,1531668,-104.4311352238636,23.8368691751137,7,22,45.0,6.6,32.0,23.0,0.0
2003-7-2,1601407,-100.6426809312387,23.343715139926775,0,17,30.0,8.2,46.0,24.0,396.0
2003-7-2,1636183,-104.3757916126309,23.471484416596358,0,15,11.0,6.9,78.0,11.0,23.0
2003-7-22,1289073,-108.18906218872685,30.13862446998286,0,12,22.0,6.7,46.0,32.0,0.0
2003-7-22,1358491,-108.25991495741354,30.169687611539253,0,19,18.0,6.6,42.0,40.0,0.0
2003-7-23,1358151,-98.10426731131517,20.4230008024283,0,25,66.0,5.3,16.0,18.0,0.0
2003-7-24,1288724,-98.38662855970306,20.289868759142557,0,30,22.0,5.1,44.0,34.0,0.0
2003-7-24,1497325,-108.9604734559993,30.6888630528292,0,25,12.0,8.3,66.0,22.0,58.0
2003-7-25,1149478,-98.52840657790253,20.21565089391629,0,30,34.0,5.3,52.0,14.0,0.0
2003-7-25,1636612,-108.95713029339494,30.222774774394257,0,20,20.0,8.0,68.0,12.0,25.0
2003-7-28,1323338,-98.69710282760408,20.210622262038665,0,30,28.0,5.5,52.0,20.0,0.0
2003-7-28,1393195,-109.66437298232398,30.348867352672656,0,8,22.0,6.7,64.0,14.0,0.0
2003-7-28,1393196,-109.64187116033456,30.304425470146157,0,10,8.0,6.6,78.0,14.0,0.0
2003-7-29,1289074,-109.6851496873066,30.52051890711861,0,13,18.0,5.0,56.0,26.0,0.0
2003-7-29,1289074,-109.6851496873066,30.52051890711861,13,23,46.0,5.9,42.0,12.0,0.0
2003-7-29,1462564,-109.57744624011912,30.834402127820223,0,20,6.0,8.2,86.0,8.0,55.0
2003-7-29,1462564,-109.57744624011912,30.834402127820223,20,30,8.0,8.5,84.0,8.0,50.0
2003-7-29,1566597,-98.68102057333144,20.443078302931806,0,10,56.0,6.5,27.0,17.0,0.0
2003-7-3,1392763,-104.95548461412844,23.910276418087218,0,3,1.0,5.4,98.0,1.0,0.0
2003-7-3,1392763,-104.95548461412844,23.910276418087218,3,14,11.0,5.9,50.0,39.0,0.0
2003-7-3,1392830,-100.76281170912007,21.41878877812735,0,15,27.0,7.0,53.0,20.0,0.0
2003-7-3,1636184,-105.08296159236967,23.892398603721347,0,14,34.0,6.6,27.0,39.0,0.0
2003-7-30,1184642,-109.6532867334512,30.900787040051522,0,20,10.0,6.7,76.0,14.0,13.0
2003-7-30,1254312,-109.52245437507881,30.988840626925995,0,20,58.0,8.9,24.0,18.0,120.0
2003-7-30,1532168,-106.47395147370807,29.092154614727306,0,18,44.0,6.6,34.0,22.0,0.0
2003-7-30,1636280,-98.61596504353524,20.404914895699882,0,10,46.0,7.0,34.0,20.0,0.0
2003-7-30,1636280,-98.61596504353524,20.404914895699882,10,30,50.0,6.3,32.0,18.0,0.0
2003-7-31,1254302,-110.10830287601901,30.894947306331616,0,15,14.0,8.2,74.0,12.0,200.0
2003-7-31,1358152,-98.32974517618506,20.762476041177067,0,20,58.0,4.9,14.0,28.0,0.0
2003-7-31,1636613,-109.98217598004857,30.723011560122675,0,30,5.0,6.7,90.0,5.0,0.0
2003-7-31,1636703,-107.03815725037285,29.465518058666895,0,18,10.0,5.1,64.0,26.0,0.0
2003-7-4,1184251,-105.3304210713609,23.825216051797714,0,15,38.0,5.1,29.0,33.0,0.0
2003-7-4,1184251,-105.3304210713609,23.825216051797714,15,29,26.0,5.3,33.0,41.0,0.0
2003-7-4,1288705,-100.87341829042845,21.42641232571634,0,18,19.0,5.9,63.0,18.0,0.0
2003-7-4,1566496,-105.55745317493624,23.73252193516947,6,25,10.0,5.1,75.0,15.0,0.0
2003-7-4,1636635,-109.03816896300755,29.786242844490005,0,10,24.0,6.5,46.0,30.0,0.0
2003-7-5,1254329,-109.66853214779037,29.885838645548745,0,14,8.0,8.3,88.0,4.0,28.0
2003-7-5,1254329,-109.66853214779037,29.885838645548745,14,24,6.0,9.0,86.0,8.0,33.0
2003-7-5,1358057,-105.73670743916406,23.75764836095214,10,20,28.0,4.9,43.0,29.0,0.0
2003-7-5,1531669,-105.70675503281318,23.80381934112083,12,30,12.0,5.0,67.0,21.0,0.0
2003-7-5,1636636,-109.77871111793112,29.764199825946484,0,20,14.0,5.4,72.0,14.0,0.0
2003-7-6,1496861,-105.83126686344572,23.530338482927714,11,23,59.0,5.5,24.0,17.0,0.0
2003-7-6,1497346,-109.9677236908729,29.600991828863556,0,10,16.0,7.8,62.0,22.0,60.0
2003-7-6,1497346,-109.9677236908729,29.600991828863556,10,22,12.0,7.9,70.0,18.0,105.0
2003-7-7,1358107,-100.20920549520103,23.644190841684,0,20,44.0,8.2,20.0,36.0,358.0
2003-7-7,1358130,-101.44226686828472,21.09395226906672,0,18,7.0,4.7,71.0,22.0,0.0
2003-7-7,1358130,-101.44226686828472,21.09395226906672,18,24,5.0,5.6,81.0,14.0,0.0
2003-7-7,1531670,-105.97760826642192,23.387123648741685,0,4,21.0,6.5,60.0,19.0,0.0
2003-7-7,1531670,-105.97760826642192,23.387123648741685,4,23,25.0,6.9,52.0,23.0,0.0
2003-7-8,1358131,-101.15289696158628,21.08783126818637,0,13,12.0,3.8,62.0,26.0,0.0
2003-7-8,1358131,-101.15289696158628,21.08783126818637,13,25,23.0,4.0,49.0,28.0,0.0
2003-7-8,1427689,-101.30627953154766,21.076774225676207,0,12,4.0,4.8,86.0,10.0,0.0
2003-7-8,1601225,-97.13524076372344,17.594132577455735,0,10,82.0,5.7,16.0,2.0,0.0
2003-7-8,1601339,-106.24737796984552,23.082667104880187,0,8,56.0,7.0,10.0,34.0,0.0
2003-7-9,1184334,-101.11365911498206,21.20484000268285,0,13,17.0,5.5,65.0,18.0,0.0
2003-7-9,1253742,-96.64052150879824,17.575731542292317,0,25,68.0,6.0,22.0,10.0,0.0
2003-7-9,1427690,-101.02795981078681,21.06862182634679,0,22,11.0,5.4,71.0,18.0,0.0
2003-8-1,1428025,-110.51356229735937,30.18691895196451,0,30,21.0,7.6,52.0,27.0,22.0
2003-8-1,1428089,-107.17128984482797,29.341957969108194,0,16,16.0,5.4,60.0,24.0,0.0
2003-8-1,1428089,-107.17128984482797,29.341957969108194,16,30,10.0,4.9,66.0,24.0,0.0
2003-8-1,1462555,-110.20883232341463,30.289694956330553,0,13,28.0,6.6,54.0,18.0,26.0
2003-8-1,1462555,-110.20883232341463,30.289694956330553,13,27,28.0,7.5,62.0,10.0,19.0
2003-8-1,1566968,-107.01751769194621,29.032684814211382,0,10,22.0,5.8,57.0,21.0,0.0
2003-8-1,1566968,-107.01751769194621,29.032684814211382,10,20,24.0,6.3,54.0,22.0,0.0
2003-8-11,1253974,-99.19935824317164,20.290198870664828,0,25,36.0,7.2,46.0,18.0,660.0
2003-8-11,1323657,-111.33978187652954,30.38929139056002,0,28,7.0,8.0,70.0,23.0,31.0
2003-8-11,1323737,-107.77457527273533,29.627681242493942,0,28,17.0,6.0,62.0,21.0,0.0
2003-8-11,1428092,-107.88955826746187,29.60024054843631,0,20,9.0,5.8,66.0,25.0,0.0
2003-8-11,1532083,-111.16192463858104,30.555226449982175,0,15,23.0,8.3,62.0,15.0,101.0
2003-8-12,1184702,-107.79469992254761,29.830627630356968,0,20,13.0,6.1,66.0,21.0,0.0
2003-8-12,1253975,-99.85375336061135,20.234897321139126,0,28,34.0,6.5,47.0,19.0,0.0
2003-8-12,1428026,-110.84660176589016,30.084684882417584,0,10,11.0,6.6,82.0,7.0,3.0
2003-8-12,1428026,-110.84660176589016,30.084684882417584,10,20,15.0,6.9,70.0,15.0,5.0
2003-8-12,1496897,-105.07559720909134,21.641115250755995,0,8,44.0,5.7,24.0,32.0,0.0
2003-8-12,1532084,-111.18830281947676,30.124007515841594,0,16,5.0,8.5,84.0,11.0,15.0
2003-8-12,1601848,-107.61996015368798,29.775240291831356,0,18,11.0,5.5,62.0,27.0,0.0
2003-8-13,1323339,-99.9546681557739,20.440520887546192,0,20,20.0,8.0,64.0,16.0,410.0
2003-8-14,1531707,-105.0199241086154,21.462680721872573,10,25,47.0,5.7,32.0,21.0,0.0
2003-8-15,1219075,-104.78417458288922,21.571906766088006,0,5,54.0,4.6,30.0,16.0,0.0
2003-8-15,1219075,-104.78417458288922,21.571906766088006,5,29,60.0,4.9,24.0,16.0,0.0
2003-8-15,1462262,-99.5630829599564,20.68678190050427,0,27,60.0,7.8,30.0,10.0,530.0
2003-8-16,1323265,-105.0924517604836,21.103336766535683,0,23,18.0,5.3,66.0,16.0,0.0
2003-8-18,1219020,-105.38215247147328,20.37533341180534,0,9,11.0,5.5,82.0,7.0,0.0
2003-8-18,1219020,-105.38215247147328,20.37533341180534,9,27,7.0,5.4,88.0,5.0,0.0
2003-8-19,1288632,-105.15196412224493,20.364367596729494,0,15,10.0,5.5,76.0,14.0,0.0
2003-8-20,1184227,-105.38623154336197,20.31000606468855,0,26,6.0,6.1,90.0,4.0,0.0
2003-8-20,1601460,-99.15158428368463,20.94853734278049,0,30,14.0,8.1,80.0,6.0,55.0
2003-8-21,1184353,-99.21197044459396,20.875437364246686,0,5,24.0,6.7,54.0,22.0,0.0
2003-8-21,1427575,-105.12577579584777,20.54067750634028,7,27,10.0,5.8,84.0,6.0,0.0
2003-8-22,1149321,-105.31131841803564,20.46551514866583,0,14,5.0,5.7,85.0,10.0,0.0
2003-8-22,1531506,-97.9514154266624,18.224543108418835,0,27,13.0,6.4,65.0,22.0,0.0
2003-8-23,1184228,-105.04132012910931,20.84146506383457,0,8,3.0,5.9,90.0,7.0,0.0
2003-8-23,1636016,-97.87835842211429,18.220370003544236,0,9,14.0,6.5,68.0,18.0,0.0
2003-8-24,1427445,-97.15341320390836,18.494620421209195,0,7,12.0,5.2,68.0,20.0,0.0
2003-8-25,1323266,-104.94313007485037,21.282332346919976,0,16,66.0,5.4,12.0,22.0,0.0
