,upper_depth,lower_depth,elcosp,orgc,phaq,sand,tceq,temperature,precipitation,organic_matter,bulk_density,silt_plus_clay,landcover,geometry,spatial_lag,moran_i,dist_knn_km,knn_target_mean,dist_to_hotspot_km
1153,0,12,2.0,13.0,7.8,44.0,46.3192068429238,15.42149639,56.10565186,22.412,0.2752800000000002,56.0,0.0,POINT (-98.46683 25.814373),22.000000000000004,-0.0682298467741471,85.47765246167802,23.8,164.48731281340383
1154,0,28,2.0,10.0,8.0,52.0,46.3192068429238,15.42149639,56.10565186,17.24,0.5856000000000003,48.0,0.0,POINT (-98.03606 25.92071),9.4,0.13642441039163183,73.38272742287596,9.4,185.07063115407462
1155,0,20,2.0,15.0,8.1,58.0,46.3192068429238,15.42149639,56.10565186,25.86,0.06840000000000024,42.0,0.0,POINT (-99.9271 25.901142),22.75,0.0004877983265022166,86.44315629250536,15.8,48.54952899685178
1156,0,11,2.0,8.0,8.7,28.0,46.3192068429238,15.42149639,56.10565186,13.792,0.7924800000000002,72.0,0.0,POINT (-98.86379 25.861921),16.0,-0.03464864023787246,71.2862639206548,14.6,138.59064464205497
1157,0,27,2.0,12.0,8.1,62.0,46.3192068429238,15.42149639,56.10565186,20.688,0.37872000000000017,38.0,0.0,POINT (-99.02861 25.860977),12.800000000000002,0.0319880473862036,75.69074191419342,13.0,122.67938376283827
1158,0,5,2.0,23.0,5.7,62.0,0.0,13.95936775,116.7691879,39.652,-0.7591199999999998,38.0,0.0,POINT (-107.29506 27.16403),22.999999999999996,0.31435405605154837,52.90287092068246,27.4,123.59180033400092
1159,5,20,2.0,13.0,5.2,62.0,0.0,13.95936775,116.7691879,22.412,0.2752800000000002,38.0,0.0,POINT (-107.29506 27.16403),24.666666666666664,-0.09417460027436216,52.90287092068246,27.4,123.59180033400092
1160,0,13,2.0,12.0,5.1,74.0,0.0,16.38881874,65.91116333,20.688,0.37872000000000017,26.0,0.0,POINT (-107.5328 27.192505),23.999999999999996,-0.13181579054827688,94.75777042108754,25.8,132.42102967315887
1161,0,8,1.0,48.0,6.0,36.0,0.0,16.38881874,65.91116333,82.752,-3.3451199999999996,64.0,0.0,POINT (-106.74441 25.988636),14.444444444444443,-0.08772156264562961,62.23342805928155,19.6,19.83797103753508
1162,0,30,1.0,16.0,6.7,62.0,0.0,16.38881874,65.91116333,27.584,-0.03503999999999974,38.0,0.0,POINT (-106.81323 25.7511),31.71428571428571,0.08294807825666249,99.4488867668593,45.6,0.0
1163,0,28,1.0,5.0,7.6,40.0,46.3192068429238,16.38881874,65.91116333,8.62,1.1028000000000002,60.0,0.0,POINT (-107.92912 25.51911),16.333333333333336,-0.06582458802263368,68.27774869395697,18.8,92.72696664031575
1164,0,22,1.0,16.0,6.4,46.0,0.0,16.38881874,65.91116333,27.584,-0.03503999999999974,54.0,0.0,POINT (-107.41792 25.564611),20.7,0.028329361413718862,111.9639483587313,13.2,41.588032435019116
1165,0,16,1.0,22.0,7.8,50.0,46.3192068429238,16.38881874,65.91116333,37.928,-0.6556799999999998,50.0,0.0,POINT (-107.869675 25.447313),6.666666666666665,-0.2856864834891634,51.93028039193594,14.8,88.76393909137954
1166,0,15,1.0,14.0,6.6,52.0,0.0,16.38881874,65.91116333,24.136,0.17184000000000021,48.0,0.0,POINT (-107.78418 25.47656),11.142857142857142,0.018580398281029108,53.64517564320405,13.4,79.61702236433561
1167,0,15,2.0,7.0,5.7,70.0,0.0,16.38881874,65.91116333,12.068,0.8959200000000002,30.0,0.0,POINT (-106.78131 27.71743),11.222222222222221,0.1472305351728747,116.65303948652232,8.6,186.27701375842267
1168,0,20,2.0,20.0,5.9,24.0,0.0,16.38881874,65.91116333,34.48,-0.4487999999999994,76.0,0.0,POINT (-107.58637 27.994991),29.166666666666664,0.3480094527202306,66.40178027850982,29.4,174.34760354949523
1169,0,24,2.0,17.0,5.6,66.0,0.0,16.38881874,65.91116333,29.308,-0.13847999999999971,34.0,0.0,POINT (-106.76905 27.991858),12.333333333333332,-0.026153405879899012,89.4645456954453,14.8,216.58748303834008
1170,0,9,2.0,4.0,6.5,74.0,0.0,16.38881874,65.91116333,6.896,1.2062400000000002,26.0,0.0,POINT (-106.72203 27.46486),10.625,0.2346575702926936,39.58291493751466,11.0,159.77159093452215
1171,9,30,2.0,4.0,6.9,54.0,0.0,16.38881874,65.91116333,6.896,1.2062400000000002,46.0,0.0,POINT (-106.72203 27.46486),10.625,0.2346575702926936,39.58291493751466,11.0,159.77159093452215
1172,0,13,2.0,9.0,6.1,42.0,0.0,16.38881874,65.91116333,15.516,0.6890400000000001,58.0,0.0,POINT (-106.689156 27.149141),10.3,0.1373973386478899,93.21094701362563,8.6,126.17803840407268
1173,0,10,2.0,5.0,5.6,58.0,0.0,16.38881874,65.91116333,8.62,1.1028000000000002,42.0,0.0,POINT (-106.540215 27.612595),11.142857142857144,0.18797808889946582,88.98352033485912,8.0,177.12551450108435
1174,10,24,2.0,2.0,4.7,60.0,0.0,16.38881874,65.91116333,3.448,1.4131200000000002,40.0,0.0,POINT (-106.540215 27.612595),11.35714285714286,0.2308184263921074,88.98352033485912,8.0,177.12551450108435
1175,0,12,2.0,26.0,7.9,54.0,46.3192068429238,16.38881874,65.91116333,44.824,-1.0694399999999997,46.0,0.0,POINT (-106.33037 27.910816),11.375,-0.19476616268700114,47.162084628218096,11.8,208.803007690458
1176,12,29,2.0,17.0,7.6,46.0,46.3192068429238,16.38881874,65.91116333,29.308,-0.13847999999999971,54.0,0.0,POINT (-106.33037 27.910816),12.5,-0.02451091290023524,47.162084628218096,11.8,208.803007690458
1177,0,8,2.0,8.0,7.6,64.0,46.3192068429238,16.38881874,65.91116333,13.792,0.7924800000000002,36.0,0.0,POINT (-106.267136 27.187132),18.166666666666664,-0.10876940364998944,59.45982451683115,17.8,128.3889912241459
1178,8,19,2.0,5.0,8.2,52.0,46.3192068429238,16.38881874,65.91116333,8.62,1.1028000000000002,48.0,0.0,POINT (-106.267136 27.187132),18.666666666666664,-0.1799193693912839,59.45982451683115,17.8,128.3889912241459
1179,0,18,2.0,31.0,7.9,58.0,46.3192068429238,16.38881874,65.91116333,53.444,-1.58664,42.0,0.0,POINT (-106.23731 27.37239),11.285714285714286,-0.29019304598586587,84.12198446404497,11.0,149.09122309776959
1180,0,10,2.0,10.0,8.0,40.0,46.3192068429238,16.38881874,65.91116333,17.24,0.5856000000000003,60.0,0.0,POINT (-106.236115 27.958464),16.7,-0.04182306872729095,39.55083684216855,18.4,214.2115594097774
1181,10,26,2.0,8.0,7.8,42.0,46.3192068429238,16.38881874,65.91116333,13.792,0.7924800000000002,58.0,0.0,POINT (-106.236115 27.958464),16.900000000000002,-0.06543726503982875,39.55083684216855,18.4,214.2115594097774
1182,0,13,2.0,4.0,5.7,76.0,0.0,16.38881874,65.91116333,6.896,1.2062400000000002,24.0,0.0,POINT (-106.16653 27.695799),8.857142857142856,0.32975736550396073,79.23091142282595,14.0,185.42139162785983
1183,0,11,2.0,9.0,6.2,60.0,0.0,16.38881874,65.91116333,15.516,0.6890400000000001,40.0,0.0,POINT (-106.10885 27.504421),9.714285714285714,0.15456668783544564,95.17193051356708,11.0,164.8033151734936
1184,0,23,2.0,28.0,6.1,48.0,0.0,16.38881874,65.91116333,48.272,-1.2763199999999997,52.0,0.0,POINT (-107.41335 27.94829),26.714285714285708,0.7471538053639472,73.16936047867995,32.6,184.9089812614337
1185,0,20,2.0,37.0,5.9,51.741030844155844,0.0,16.38881874,65.91116333,63.788,-2.2072799999999995,0.0,0.0,POINT (-107.90888 27.926504),13.11111111111111,-0.20219395631499015,95.27114166994735,7.2,175.25054181166234
1186,0,6,2.0,33.0,6.0,72.0,0.0,16.38881874,65.91116333,56.891999999999996,-1.7935199999999996,28.0,0.0,POINT (-107.59697 27.895502),18.571428571428573,0.31610302589020844,68.42074801333226,19.2,184.65638296303794
1187,0,26,1.0,5.0,8.0,34.0,46.3192068429238,16.38881874,65.91116333,8.62,1.1028000000000002,66.0,0.0,POINT (-107.7563 25.023136),8.833333333333332,0.30090863780517063,70.77136903030866,9.6,97.27198998406571
1188,0,30,1.0,6.0,7.9,32.0,46.3192068429238,16.38881874,65.91116333,10.344,0.9993600000000001,68.0,0.0,POINT (-107.73598 25.042494),10.25,0.20844335839445083,76.40512249832388,5.4,94.44445828360293
1189,0,18,1.0,20.0,5.6,54.0,0.0,16.38881874,65.91116333,34.48,-0.4487999999999994,46.0,0.0,POINT (-106.946976 25.940807),34.857142857142854,0.48767159633472634,62.66740566214236,33.8,0.0
1190,0,20,1.0,19.0,6.3,36.0,0.0,16.38881874,65.91116333,32.756,-0.3453599999999999,64.0,0.0,POINT (-106.9073 25.974054),26.14285714285714,0.21917674163364007,59.35778636968625,34.0,5.42235264990766
1191,0,11,1.0,37.0,6.0,44.0,0.0,16.38881874,65.91116333,63.788,-2.2072799999999995,56.0,0.0,POINT (-106.1658 25.913317),33.2,1.962909348419286,76.86457070406271,33.2,0.0
1192,0,25,2.0,15.0,6.4,62.0,0.0,17.750494,46.10765457,25.86,0.06840000000000024,38.0,0.0,POINT (-107.17625 27.850853),15.625,4.008001538252686e-05,77.76539475527264,16.6,198.56908103378592
1193,0,7,2.0,26.0,6.3,58.0,0.0,17.750494,46.10765457,44.824,-1.0694399999999997,42.0,0.0,POINT (-107.34466 27.81664),16.714285714285715,0.09312544734703058,68.14557972801003,17.4,196.13112451680993
1194,7,16,2.0,16.0,5.8,58.0,0.0,17.750494,46.10765457,27.584,-0.03503999999999974,42.0,0.0,POINT (-107.34466 27.81664),18.142857142857142,0.01564875140738045,68.14557972801003,17.4,196.13112451680993
1195,0,7,2.0,35.0,5.4,64.0,0.0,17.750494,46.10765457,60.339999999999996,-2.0003999999999995,36.0,0.0,POINT (-107.66846 27.716005),17.142857142857142,0.2112233593344484,71.91725964800409,18.2,191.9127642758062
1196,0,3,2.0,7.0,5.2,32.0,0.0,17.750494,46.10765457,12.068,0.8959200000000002,68.0,0.0,POINT (-107.23618 27.672424),15.545454545454545,-0.021832245631429922,77.64485136248294,15.0,179.09711759433958
1197,3,27,2.0,7.0,5.2,32.0,0.0,17.750494,46.10765457,12.068,0.8959200000000002,68.0,0.0,POINT (-107.23618 27.672424),15.545454545454545,-0.021832245631429922,77.64485136248294,15.0,179.09711759433958
1198,0,6,2.0,35.0,5.4,54.0,0.0,17.750494,46.10765457,60.339999999999996,-2.0003999999999995,46.0,0.0,POINT (-107.265236 27.449377),13.461538461538463,-0.14948711707514886,86.33562157239368,17.2,154.65974250569187
1199,6,30,2.0,4.0,5.5,74.0,0.0,17.750494,46.10765457,6.896,1.2062400000000002,26.0,0.0,POINT (-107.265236 27.449377),15.846153846153848,-0.0462082584548016,86.33562157239368,17.2,154.65974250569187
1200,0,7,2.0,11.0,6.0,64.0,0.0,17.750494,46.10765457,18.964,0.48216000000000014,36.0,0.0,POINT (-107.19154 27.291727),19.1,-0.08028829556122004,43.4745216487139,13.6,136.5581041413505
1201,0,9,2.0,15.0,5.9,50.0,0.0,17.750494,46.10765457,25.86,0.06840000000000024,50.0,0.0,POINT (-107.11172 27.1267),13.454545454545453,-9.630626440034516e-05,42.460138991941434,13.8,117.90706670738113
1202,9,24,2.0,4.0,5.9,44.0,0.0,17.750494,46.10765457,6.896,1.2062400000000002,56.0,0.0,POINT (-107.11172 27.1267),14.454545454545457,0.028651677819434545,42.460138991941434,13.8,117.90706670738113
1203,0,5,2.0,6.0,7.5,70.0,46.3192068429238,17.750494,46.10765457,10.344,0.9993600000000001,30.0,0.0,POINT (-107.70841 27.036282),15.333333333333332,-0.015231966884511824,102.5773209405719,10.8,123.69458283831487
1204,0,22,1.0,5.0,7.5,36.0,46.3192068429238,15.8594141,164.680603,8.62,1.1028000000000002,64.0,0.0,POINT (-107.91364 25.413244),19.25,-0.20844306473344648,48.74891442409851,18.2,94.0937969403202
1205,0,19,1.0,35.0,5.7,58.0,0.0,15.8594141,164.680603,60.339999999999996,-2.0003999999999995,42.0,0.0,POINT (-106.90784 25.442898),36.55555555555555,2.1133579744044946,124.03371674241325,37.8,0.0
1206,0,30,1.0,5.0,8.0,32.0,46.3192068429238,15.8594141,164.680603,8.62,1.1028000000000002,68.0,0.0,POINT (-107.92382 25.355679),16.285714285714285,-0.06349612309674285,63.75089821684904,16.8,97.19009236337214
1207,0,18,1.0,6.0,8.1,60.0,46.3192068429238,15.8594141,164.680603,10.344,0.9993600000000001,40.0,0.0,POINT (-107.63409 25.118773),18.666666666666668,-0.16190431132973324,73.43812967386583,12.0,81.43099710303412
1208,0,12,1.0,8.0,8.0,40.0,46.3192068429238,13.98333454,69.20405579,13.792,0.7924800000000002,60.0,0.0,POINT (-107.35382 24.357872),7.0,0.27323760778169054,59.51520246744877,8.4,128.76138012288956
1209,0,13,1.0,4.0,6.9,64.0,0.0,13.98333454,69.20405579,6.896,1.2062400000000002,36.0,0.0,POINT (-106.99764 24.449415),9.0,0.3220725335676967,73.71234384214071,7.0,110.84079037771754
1210,13,30,1.0,2.0,7.2,62.0,46.3192068429238,13.98333454,69.20405579,3.448,1.4131200000000002,38.0,0.0,POINT (-106.99764 24.449415),9.25,0.3648030936304522,73.71234384214071,7.0,110.84079037771754
1211,0,8,1.0,13.0,5.5,42.0,0.0,13.98333454,69.20405579,22.412,0.2752800000000002,58.0,0.0,POINT (-106.87582 24.38704),8.857142857142856,0.059640724048341316,69.11603059202146,9.4,117.45061080785015
1212,0,23,1.0,9.0,7.2,38.0,46.3192068429238,13.98333454,69.20405579,15.516,0.6890400000000001,62.0,0.0,POINT (-106.85197 24.005884),11.428571428571425,0.1043149341157703,91.99196046457534,10.2,135.09531048066114
1213,0,14,1.0,10.0,6.6,40.0,0.0,13.98333454,69.20405579,17.24,0.5856000000000003,60.0,0.0,POINT (-106.73252 24.158682),12.833333333333334,0.05259112112565445,83.65641744215847,11.6,128.472952822586
1214,0,20,1.0,5.0,6.4,78.0,0.0,13.98333454,69.20405579,8.62,1.1028000000000002,22.0,0.0,POINT (-106.693695 24.426193),11.857142857142856,0.1530511150111035,73.46277953368626,11.2,115.09604259275743
1215,0,28,1.0,3.0,6.8,82.0,0.0,13.98333454,69.20405579,5.172,1.3096800000000002,18.0,0.0,POINT (-106.37724 24.083212),7.6000000000000005,0.43355189370042513,114.99857546081529,7.6,92.00627789879583
1216,0,14,1.0,16.0,5.7,90.0,0.0,13.98333454,69.20405579,27.584,-0.03503999999999974,10.0,0.0,POINT (-97.319855 15.953432),9.142857142857142,-0.028981328503196055,255.38576642075788,9.8,129.46112606285863
1217,0,23,14.2,14.0,8.2,64.0,46.3192068429238,13.98333454,69.20405579,24.136,0.17184000000000021,36.0,0.0,POINT (-107.48142 24.343002),4.300000000000001,0.05165344906272441,76.09249580045794,6.6,135.29571585772408
1218,0,20,4.2,10.0,7.3,34.0,46.3192068429238,13.98333454,69.20405579,17.24,0.5856000000000003,4.0,0.0,POINT (-107.431496 24.33135),7.75,0.176713224165087,63.04491316608619,8.0,134.41177309807517
1219,0,22,14.2,1.0,8.5,58.0,46.3192068429238,13.98333454,69.20405579,1.724,1.5165600000000001,42.0,0.0,POINT (-107.42795 24.443436),8.375,0.4528143550047977,67.40585516652762,9.2,122.88535329919071
1220,0,14,1.0,19.0,6.4,74.0,0.0,13.98333454,69.20405579,32.756,-0.3453599999999999,26.0,0.0,POINT (-106.87299 24.217125),8.8,-0.12155972709911529,86.36882104800712,10.6,136.34528990454902
