date,profile_id,longitude,latitude,upper_depth,lower_depth,country_name,bdfi33,bdfiod,bdwsod,cecph7,cfgr,cfvo,clay,ecec,elco20,elcosp,nitkjd,orgc,phaq,phca,phetb1,phkc,phnf,phprtn,sand,silt,tceq,totc,wg0006,wg0010,wg0033,wg0200,wg1500
????-??-??,1427991,-115.70605222153615,31.681638404768133,0,17,Mexico,,,,,,,16.0,,,1.0,,,6.2,,,,,,74.0,10.0,,,,,,,
????-??-??,1427993,-115.10527348240964,31.013855113962332,0,14,Mexico,,,,,,,12.0,,,1.0,,,8.4,,,,,,74.0,14.0,,,,,,,
????-??-??,1427995,-115.99672196288853,30.62140654382574,0,20,Mexico,,,,,,,28.0,,,1.0,,,8.5,,,,,,28.0,44.0,,,,,,,
????-??-??,1427998,-115.43193818191999,30.36342864503706,0,30,Mexico,,,,,,,34.0,,,1.0,,,7.2,,,,,,50.0,16.0,,,,,,,
????-??-??,1428001,-115.34303128487895,30.023043387397177,0,20,Mexico,,,,,,,32.0,,,1.0,,,8.0,,,,,,34.0,34.0,,,,,,,
????-??-??,1428003,-115.70838634000255,29.94129124696762,0,13,Mexico,,,,,,,10.0,,,1.0,,,8.0,,,,,,76.0,14.0,,,,,,,
????-??-??,1428012,-111.7903597362215,31.08888825562853,0,20,Mexico,,,,,,,12.0,,,1.0,,,8.0,,,,,,66.0,22.0,,,,,,,
????-??-??,1428013,-110.73413382631814,31.072051209291974,0,10,Mexico,,,,,,,4.0,,,1.0,,,6.1,,,,,,76.0,20.0,,,,,,,
????-??-??,1428014,-108.07064495474226,31.485928533250156,0,25,Mexico,,,,,,,10.0,,,1.0,,,8.0,,,,,,76.0,14.0,,,,,,,
????-??-??,1428017,-112.9939856023619,30.81304715845684,0,20,Mexico,,,,,,,4.0,,,1.0,,,8.1,,,,,,88.0,8.0,,,,,,,
????-??-??,1428018,-112.6462728015749,30.571324063935776,0,18,Mexico,,,,,,,4.0,,,1.0,,,8.2,,,,,,88.0,8.0,,,,,,,
????-??-??,1428019,-112.44790629453728,30.47283363172345,0,14,Mexico,,,,,,,12.0,,,1.0,,,8.4,,,,,,70.0,18.0,,,,,,,
????-??-??,1428023,-110.78041504694986,30.43820302480958,0,12,Mexico,,,,,,,24.0,,,1.0,,,6.8,,,,,,58.0,18.0,,,,,,,
????-??-??,1428024,-110.31758637112938,30.071125084814835,0,16,Mexico,,,,,,,12.0,,,1.0,,,7.5,,,,,,74.0,14.0,,,,,,,
????-??-??,1428028,-108.5652310965815,30.69752239980726,0,13,Mexico,,,,,,,18.0,,,1.0,,,5.8,,,,,,66.0,16.0,,,,,,,
????-??-??,1428032,-113.61478329089681,29.104318411291594,0,11,Mexico,,,,,,,15.0,,,1.0,,,8.2,,,,,,68.0,19.0,,,,,,,
????-??-??,1428038,-111.59303200170389,29.270838349431745,0,10,Mexico,,,,,,,4.0,,,1.0,,,7.3,,,,,,82.0,14.0,,,,,,,
????-??-??,1428040,-110.85210567728627,29.03536992022936,0,18,Mexico,,,,,,,26.0,,,1.0,,,8.1,,,,,,46.0,28.0,,,,,,,
????-??-??,1428046,-109.05310191806257,29.802214284114388,0,24,Mexico,,,,,,,16.0,,,1.0,,,6.3,,,,,,52.0,32.0,,,,,,,
????-??-??,1428047,-109.03296966776013,29.75098932333074,0,22,Mexico,,,,,,,22.0,,,1.0,,,6.3,,,,,,56.0,22.0,,,,,,,
????-??-??,1428050,-113.97865145876177,28.87672426050395,0,12,Mexico,,,,,,,14.0,,,1.0,,,8.2,,,,,,62.0,24.0,,,,,,,
????-??-??,1428050,-113.97865145876177,28.87672426050395,12,24,Mexico,,,,,,,20.0,,,2.0,,,8.4,,,,,,54.0,26.0,,,,,,,
????-??-??,1428051,-113.99348807296542,28.822283265415514,0,14,Mexico,,,,,,,12.0,,,1.0,,,7.2,,,,,,72.0,16.0,,,,,,,
????-??-??,1428055,-111.68239062960964,28.536452712014153,0,16,Mexico,,,,,,,16.0,,,,,,8.1,,,,,,30.0,54.0,,,,,,,
????-??-??,1428063,-109.53405243169966,28.4735265595986,0,30,Mexico,,,,,,,4.0,,,1.0,,,8.3,,,,,,78.0,18.0,,,,,,,
????-??-??,1428064,-109.95017977523061,28.336311302068808,0,26,Mexico,,,,,,,10.0,,,1.0,,,6.9,,,,,,42.0,48.0,,,,,,,
????-??-??,1428070,-106.63383002764486,31.625583544992228,0,21,Mexico,,,,,,,28.0,,,1.0,,,8.1,,,,,,32.0,40.0,,,,,,,
????-??-??,1428071,-107.57086666820854,31.565420042422048,0,17,Mexico,,,,,,,52.0,,,2.0,,,8.9,,,,,,36.0,12.0,,,,,,,
????-??-??,1428074,-106.3143595018552,30.91713045062822,0,22,Mexico,,,,,,,44.0,,,1.0,,,8.2,,,,,,40.0,16.0,,,,,,,
????-??-??,1428084,-106.16525634863626,29.775338980537775,0,16,Mexico,,,,,,,14.0,,,1.0,,,7.7,,,,,,66.0,20.0,,,,,,,
????-??-??,1428102,-102.02617921898117,29.54748690889044,0,12,Mexico,,,,,,,22.0,,,1.0,,,7.9,,,,,,42.0,36.0,,,,,,,
????-??-??,1428103,-102.45784075995208,29.10950294502603,0,8,Mexico,,,,,,,16.0,,,1.0,,,7.9,,,,,,62.0,22.0,,,,,,,
????-??-??,1428117,-104.70108612388164,28.822507998082646,0,13,Mexico,,,,,,,48.0,,,1.0,,,8.3,,,,,,38.0,14.0,,,,,,,
????-??-??,1428123,-104.03297290225358,28.194963476425624,0,16,Mexico,,,,,,,12.0,,,1.0,,,8.0,,,,,,62.0,26.0,,,,,,,
????-??-??,1428124,-102.61619451458513,28.901124306059064,0,12,Mexico,,,,,,,20.0,,,1.0,,,8.0,,,,,,62.0,16.0,,,,,,,
????-??-??,1428125,-102.94495126600263,28.874684891041827,0,16,Mexico,,,,,,,16.0,,,1.0,,,8.1,,,,,,60.0,24.0,,,,,,,
????-??-??,1428126,-103.25507349959507,28.572139470770015,0,8,Mexico,,,,,,,26.0,,,1.0,,,8.1,,,,,,56.0,18.0,,,,,,,
????-??-??,1428126,-103.25507349959507,28.572139470770015,8,16,Mexico,,,,,,,28.0,,,1.0,,,8.2,,,,,,52.0,20.0,,,,,,,
????-??-??,1428126,-103.25507349959507,28.572139470770015,16,28,Mexico,,,,,,,30.0,,,1.0,,,8.3,,,,,,48.0,22.0,,,,,,,
????-??-??,1428127,-101.96990032218682,29.416881961454884,0,19,Mexico,,,,,,,48.0,,,1.0,,,7.7,,,,,,22.0,30.0,,,,,,,
????-??-??,1428128,-101.30217036184598,29.349068979381414,0,12,Mexico,,,,,,,16.0,,,1.0,,,7.7,,,,,,44.0,40.0,,,,,,,
????-??-??,1428129,-100.90304416439838,29.295813096523307,0,10,Mexico,,,,,,,18.0,,,1.0,,,7.6,,,,,,62.0,20.0,,,,,,,
????-??-??,1428131,-101.26186503180281,28.755447234902313,0,10,Mexico,,,,,,,36.0,,,1.0,,,7.8,,,,,,54.0,10.0,,,,,,,
????-??-??,1428136,-116.48627866492383,32.36968692421764,0,17,Mexico,,,,,,,4.0,,,1.0,,,7.3,,,,,,84.0,12.0,,,,,,,
????-??-??,1428137,-116.2702585988498,32.367675845048375,0,20,Mexico,,,,,,,6.0,,,1.0,,,7.2,,,,,,70.0,24.0,,,,,,,
????-??-??,1428138,-116.23327668021739,32.32389217377855,0,30,Mexico,,,,,,,4.0,,,1.0,,,7.3,,,,,,88.0,8.0,,,,,,,
????-??-??,1428139,-116.48632765744672,32.30532975127738,0,9,Mexico,,,,,,,4.0,,,1.0,,,7.2,,,,,,80.0,16.0,,,,,,,
????-??-??,1428143,-115.01258983931851,32.43045445429264,0,16,Mexico,,,,,,,6.0,,,3.0,,,8.1,,,,,,,44.0,,,,,,,
????-??-??,1428144,-115.06286785280773,32.245441691150724,0,18,Mexico,,,,,,,16.0,,,25.0,,,7.6,,,,,,,60.0,,,,,,,
????-??-??,1461921,-96.29854030981221,15.78459524300748,0,13,Mexico,,,,,,,12.0,,,1.0,,,5.9,,,,,,64.0,24.0,,,,,,,
????-??-??,1461921,-96.29854030981221,15.78459524300748,13,27,Mexico,,,,,,,6.0,,,1.0,,,6.5,,,,,,76.0,18.0,,,,,,,
????-??-??,1461934,-104.06207550263089,18.93085479379143,0,15,Mexico,,,,,,,16.0,,,,,,8.7,,,,,,62.0,22.0,,,,,,,
????-??-??,1461934,-104.06207550263089,18.93085479379143,5,15,Mexico,,,,,,,16.0,,,25.9,,,8.4,,,,,,64.0,20.0,,,,,,,
????-??-??,1461934,-104.06207550263089,18.93085479379143,15,29,Mexico,,,,,,,16.0,,,17.3,,,8.5,,,,,,70.0,14.0,,,,,,,
????-??-??,1461935,-104.0243620880279,18.905460296217665,0,16,Mexico,,,,,,,34.0,,,3.2,,,8.0,,,,,,26.0,40.0,,,,,,,
????-??-??,1461937,-102.89456943726388,19.790675648351016,0,16,Mexico,,,,,,,24.0,,,1.0,,,5.5,,,,,,48.0,28.0,,,,,,,
????-??-??,1461942,-102.02057651663351,19.090614160945442,0,20,Mexico,,,,,,,42.0,,,1.0,,,5.6,,,,,,34.0,24.0,,,,,,,
????-??-??,1461943,-103.92175130590951,19.057465381915353,0,23,Mexico,,,,,,,24.0,,,1.0,,,7.6,,,,,,38.0,38.0,,,,,,,
????-??-??,1461948,-102.08964266992827,18.803084407864535,0,12,Mexico,,,,,,,30.0,,,1.0,,,7.6,,,,,,50.0,20.0,,,,,,,
????-??-??,1461949,-102.93961363372729,18.780101626189598,0,17,Mexico,,,,,,,40.0,,,1.0,,,6.1,,,,,,32.0,28.0,,,,,,,
????-??-??,1461951,-102.12507982446115,18.614454198416855,0,8,Mexico,,,,,,,22.0,,,1.0,,,6.7,,,,,,50.0,28.0,,,,,,,
????-??-??,1461952,-103.60839749700374,18.5436257755781,0,12,Mexico,,,,,,,30.0,,,1.0,,,6.7,,,,,,42.0,28.0,,,,,,,
????-??-??,1461953,-102.35103296666735,18.35208967136859,0,9,Mexico,,,,,,,12.0,,,1.0,,,6.0,,,,,,66.0,22.0,,,,,,,
????-??-??,1461954,-102.41643312349588,18.007854287696077,0,18,Mexico,,,,,,,18.0,,,1.0,,,6.4,,,,,,58.0,24.0,,,,,,,
????-??-??,1461955,-102.12417712184204,17.96569126228078,0,28,Mexico,,,,,,,6.0,,,1.0,,,6.7,,,,,,90.0,4.0,,,,,,,
????-??-??,1461956,-101.58540369799745,19.908001838076846,0,30,Mexico,,,,,,,26.0,,,1.0,,,6.2,,,,,,42.0,32.0,,,,,,,
????-??-??,1461968,-99.0174545916332,19.54640648909563,0,24,Mexico,,,,,,,20.0,,,20.0,,,10.3,,,,,,60.0,20.0,,,,,,,
????-??-??,1461970,-98.83892684342588,19.049416594151648,0,25,Mexico,,,,,,,16.0,,,1.0,,,5.6,,,,,,64.0,20.0,,,,,,,
????-??-??,1461974,-97.27828370780074,19.769933186704133,0,18,Mexico,,,,,,,16.0,,,1.0,,,5.8,,,,,,46.0,38.0,,,,,,,
????-??-??,1461978,-100.97235759695491,18.90464413985414,0,20,Mexico,,,,,,,20.0,,,1.0,,,6.8,,,,,,48.0,32.0,,,,,,,
????-??-??,1461982,-100.45041840523393,18.470300031860408,0,11,Mexico,,,,,,,20.0,,,1.0,,,5.2,,,,,,62.0,18.0,,,,,,,
????-??-??,1461983,-101.69053480007521,18.305251220784136,0,24,Mexico,,,,,,,6.0,,,1.0,,,6.3,,,,,,80.0,14.0,,,,,,,
????-??-??,1461984,-100.96555798754301,18.28819650186496,0,11,Mexico,,,,,,,12.0,,,1.0,,,6.1,,,,,,76.0,12.0,,,,,,,
????-??-??,1461985,-100.9070168493112,18.15681362102118,0,15,Mexico,,,,,,,18.0,,,1.0,,,5.5,,,,,,58.0,24.0,,,,,,,
????-??-??,1461988,-98.436193288331,18.86818320628141,0,26,Mexico,,,,,,,6.0,,,1.0,,,5.6,,,,,,76.0,18.0,,,,,,,
????-??-??,1461989,-99.1090418375887,18.784686422839915,0,26,Mexico,,,,,,,28.0,,,1.0,,,7.8,,,,,,16.0,56.0,,,,,,,
????-??-??,1461993,-98.71203931276803,18.059102479938836,0,13,Mexico,,,,,,,20.0,,,1.0,,,7.8,,,,,,58.0,22.0,,,,,,,
????-??-??,1461996,-96.45169249591007,18.781341109097973,0,17,Mexico,,,,,,,16.0,,,1.0,,,5.7,,,,,,60.0,24.0,,,,,,,
????-??-??,1461998,-96.70301538838481,18.583925238098274,0,22,Mexico,,,,,,,30.0,,,1.0,,,5.2,,,,,,58.0,12.0,,,,,,,
????-??-??,1462000,-97.88957223397632,18.135559358080094,0,14,Mexico,,,,,,,22.0,,,1.0,,,7.9,,,,,,58.0,20.0,,,,,,,
????-??-??,1462002,-96.79676341102798,18.09751549184871,0,12,Mexico,,,,,,,34.0,,,1.0,,,5.8,,,,,,40.0,26.0,,,,,,,
????-??-??,1462006,-100.82257752374771,17.352901854651773,0,10,Mexico,,,,,,,22.0,,,1.0,,,5.5,,,,,,44.0,34.0,,,,,,,
????-??-??,1462015,-99.50140685199733,17.03658788586903,0,12,Mexico,,,,,,,14.0,,,1.0,,,5.0,,,,,,68.0,18.0,,,,,,,
????-??-??,1462023,-97.51623507199145,17.669197011616525,0,23,Mexico,,,,,,,36.0,,,1.0,,,8.1,,,,,,38.0,26.0,,,,,,,
????-??-??,1462031,-98.25203283961316,16.283752323710775,0,27,Mexico,,,,,,,8.0,,,3.6,,,6.8,,,,,,66.0,26.0,,,,,,,
????-??-??,1462039,-97.61093332606887,16.728075850311583,0,12,Mexico,,,,,,,26.0,,,1.0,,,4.8,,,,,,40.0,34.0,,,,,,,
????-??-??,1462039,-97.61093332606887,16.728075850311583,12,27,Mexico,,,,,,,28.0,,,1.0,,,5.4,,,,,,38.0,34.0,,,,,,,
????-??-??,1462055,-93.08134588907187,18.117744098064332,0,19,Mexico,,,,,,,8.0,,,1.0,,,5.5,,,,,,64.0,28.0,,,,,,,
????-??-??,1462056,-92.14325822835049,18.069855152988197,0,29,Mexico,,,,,,,30.0,,,1.0,,,6.2,,,,,,48.0,22.0,,,,,,,
????-??-??,1462069,-92.56353163572197,17.83471774817074,0,8,Mexico,,,,,,,26.0,,,1.0,,,5.7,,,,,,58.0,16.0,,,,,,,
????-??-??,1462069,-92.56353163572197,17.83471774817074,8,22,Mexico,,,,,,,42.0,,,1.0,,,5.8,,,,,,42.0,16.0,,,,,,,
????-??-??,1462092,-93.2725329243032,16.976381698794903,0,19,Mexico,,,,,,,54.0,,,2.5,,,5.4,,,,,,16.0,30.0,,,,,,,
????-??-??,1462096,-92.58896790259416,16.77931004818036,0,11,Mexico,,,,,,,38.0,,,1.0,,,5.2,,,,,,32.0,30.0,,,,,,,
????-??-??,1462096,-92.58896790259416,16.77931004818036,11,26,Mexico,,,,,,,36.0,,,1.0,,,5.0,,,,,,44.0,20.0,,,,,,,
????-??-??,1462099,-93.30573565422785,16.41732918539176,0,20,Mexico,,,,,,,6.0,,,1.0,,,6.0,,,,,,82.0,12.0,,,,,,,
????-??-??,1462099,-93.30573565422785,16.41732918539176,20,23,Mexico,,,,,,,2.0,,,1.0,,,6.5,,,,,,94.0,4.0,,,,,,,
????-??-??,1462101,-92.44630541725688,16.25818204013773,0,18,Mexico,,,,,,,38.0,,,3.0,,,7.3,,,,,,46.0,16.0,,,,,,,
????-??-??,1462102,-93.84246015328794,16.05931915414887,0,11,Mexico,,,,,,,14.0,,,4.0,,,5.9,,,,,,38.0,48.0,,,,,,,
????-??-??,1462102,-93.84246015328794,16.05931915414887,11,21,Mexico,,,,,,,14.0,,,1.0,,,6.2,,,,,,34.0,52.0,,,,,,,
????-??-??,1462114,-88.94515983367069,19.752273999449113,0,30,Mexico,,,,,,,54.0,,,1.0,,,7.3,,,,,,26.0,20.0,,,,,,,
????-??-??,1462134,-106.55213874463962,23.66143818219776,0,19,Mexico,,,,,,,32.0,,,1.0,,,7.0,,,,,,32.0,36.0,,,,,,,
????-??-??,1462142,-105.26781133028352,20.742373885900367,0,16,Mexico,,,,,,,22.0,,,1.0,,,6.4,,,,,,56.0,22.0,,,,,,,
????-??-??,1462142,-105.26781133028352,20.742373885900367,16,30,Mexico,,,,,,,22.0,,,1.0,,,6.8,,,,,,56.0,22.0,,,,,,,
????-??-??,1462143,-104.53138224827136,20.373635717638344,0,21,Mexico,,,,,,,26.0,,,1.0,,,4.4,,,,,,56.0,18.0,,,,,,,
????-??-??,1462151,-103.28337150174626,20.538008703316077,0,14,Mexico,,,,,,,16.0,,,1.0,,,8.6,,,,,,54.0,30.0,,,,,,,
????-??-??,1462153,-103.53842047049233,20.0224628568007,0,3,Mexico,,,,,,,28.0,,,57.0,,,9.6,,,,,,36.0,36.0,,,,,,,
????-??-??,1462153,-103.53842047049233,20.0224628568007,3,30,Mexico,,,,,,,38.0,,,25.6,,,10.6,,,,,,24.0,38.0,,,,,,,
????-??-??,1462160,-105.14714390033528,23.22822955280012,0,15,Mexico,,,,,,,22.0,,,1.0,,,5.7,,,,,,50.0,28.0,,,,,,,
????-??-??,1462164,-103.59433483216013,23.18087363554165,0,30,Mexico,,,,,,,16.0,,,1.0,,,6.1,,,,,,68.0,16.0,,,,,,,
????-??-??,1462165,-103.14280878559002,23.069307818381102,0,15,Mexico,,,,,,,22.0,,,1.0,,,5.7,,,,,,50.0,28.0,,,,,,,
????-??-??,1462185,-104.81401300205516,21.466179423846377,0,22,Mexico,,,,,,,46.0,,,1.0,,,5.3,,,,,,34.0,20.0,,,,,,,
????-??-??,1462195,-103.6145730648748,21.98717295261867,0,6,Mexico,,,,,,,24.0,,,1.0,,,5.7,,,,,,50.0,26.0,,,,,,,
????-??-??,1462195,-103.6145730648748,21.98717295261867,6,16,Mexico,,,,,,,42.0,,,1.0,,,6.2,,,,,,42.0,16.0,,,,,,,
????-??-??,1462205,-98.86719704896285,23.861796191419234,0,25,Mexico,,,,,,,44.0,,,2.1,,,8.4,,,,,,38.0,18.0,,,,,,,
????-??-??,1462206,-98.19373552056523,23.854774380198368,0,30,Mexico,,,,,,,50.0,,,5.0,,,8.0,,,,,,30.0,20.0,,,,,,,
????-??-??,1462209,-99.9543035026704,23.656630233601355,0,29,Mexico,,,,,,,28.0,,,2.1,,,8.3,,,,,,34.0,38.0,,,,,,,
????-??-??,1462210,-99.60123096335549,23.626483243317068,0,20,Mexico,,,,,,,28.0,,,1.0,,,8.3,,,,,,26.0,46.0,,,,,,,
????-??-??,1462213,-99.90857037492378,23.13153737829357,0,30,Mexico,,,,,,,32.0,,,1.0,,,7.8,,,,,,46.0,22.0,,,,,,,
????-??-??,1462217,-97.888958900598,23.937101230019316,0,10,Mexico,,,,,,,18.0,,,2.0,,,7.6,,,,,,70.0,12.0,,,,,,,
????-??-??,1462218,-97.93046037382223,23.62179991515997,0,18,Mexico,,,,,,,18.0,,,1.0,,,7.7,,,,,,50.0,32.0,,,,,,,
????-??-??,1462220,-97.86033862441103,23.154886668694207,0,28,Mexico,,,,,,,16.0,,,1.0,,,7.1,,,,,,66.0,18.0,,,,,,,
????-??-??,1462221,-97.97438000959936,23.129643004886017,0,9,Mexico,,,,,,,30.0,,,1.0,,,6.4,,,,,,48.0,22.0,,,,,,,
????-??-??,1462222,-97.93948735061119,22.905258585994833,0,19,Mexico,,,,,,,48.0,,,1.0,,,6.8,,,,,,26.0,26.0,,,,,,,
????-??-??,1462223,-97.93666997981519,22.79181818180824,0,10,Mexico,,,,,,,20.0,,,1.0,,,6.0,,,,,,42.0,38.0,,,,,,,
????-??-??,1462228,-100.61844686325118,22.060475493043278,0,7,Mexico,,,,,,,42.0,,,1.0,,,5.6,,,,,,22.0,36.0,,,,,,,
????-??-??,1462228,-100.61844686325118,22.060475493043278,7,21,Mexico,,,,,,,46.0,,,1.0,,,5.7,,,,,,18.0,36.0,,,,,,,
????-??-??,1462231,-99.64287028083884,22.265169277423293,0,23,Mexico,,,,,,,44.0,,,2.0,,,7.8,,,,,,32.0,24.0,,,,,,,
????-??-??,1462243,-98.45205042540611,21.787523130484697,0,29,Mexico,,,,,,,52.0,,,2.0,,,7.6,,,,,,22.0,26.0,,,,,,,
????-??-??,1462244,-99.73405110500649,21.45963664335451,0,15,Mexico,,,,,,,54.0,,,1.0,,,6.5,,,,,,24.0,22.0,,,,,,,
????-??-??,1462246,-98.34381383622176,21.012878295194504,0,20,Mexico,,,,,,,26.0,,,1.0,,,7.6,,,,,,38.0,36.0,,,,,,,
????-??-??,1462248,-97.94991316628237,21.321772916832124,0,16,Mexico,,,,,,,52.0,,,1.0,,,7.6,,,,,,22.0,26.0,,,,,,,
????-??-??,1462249,-97.44393393514899,21.23462327371793,0,23,Mexico,,,,,,,48.0,,,10.0,,,7.9,,,,,,26.0,26.0,,,,,,,
????-??-??,1462263,-97.98480452637571,20.961529433541138,0,30,Mexico,,,,,,,52.0,,,1.0,,,6.5,,,,,,24.0,24.0,,,,,,,
????-??-??,1462266,-96.95454732522613,20.380833427136377,0,28,Mexico,,,,,,,10.0,,,1.0,,,5.2,,,,,,78.0,12.0,,,,,,,
????-??-??,1462267,-97.29309427917642,20.33213000485982,0,15,Mexico,,,,,,,20.0,,,1.0,,,7.7,,,,,,42.0,38.0,,,,,,,
????-??-??,1462270,-97.20400884861382,20.06703479083496,0,20,Mexico,,,,,,,30.0,,,1.0,,,6.2,,,,,,44.0,26.0,,,,,,,
????-??-??,1462277,-88.17405409243429,20.591272993364708,0,22,Mexico,,,,,,,26.0,,,1.0,,,7.6,,,,,,34.0,40.0,,,,,,,
????-??-??,1462284,-87.79289713875787,20.470562162017895,0,26,Mexico,,,,,,,18.0,,,1.0,,,7.5,,,,,,52.0,30.0,,,,,,,
????-??-??,1462287,-88.09436253321812,21.46220655855092,0,13,Mexico,,,,,,,32.0,,,1.0,,,7.7,,,,,,36.0,32.0,,,,,,,
????-??-??,1462288,-88.83892348849986,21.284462209837915,0,24,Mexico,,,,,,,20.0,,,1.0,,,7.6,,,,,,50.0,30.0,,,,,,,
????-??-??,1462289,-88.31377884285459,21.2778046569619,0,14,Mexico,,,,,,,34.0,,,1.0,,,7.4,,,,,,30.0,36.0,,,,,,,
????-??-??,1462295,-114.34791565275927,27.457725965062664,0,30,Mexico,,,,,,,36.0,,,10.0,,,7.8,,,,,,38.0,26.0,,,,,,,
????-??-??,1462298,-113.26261166246108,27.842669111395782,0,18,Mexico,,,,,,,2.0,,,1.0,,,7.6,,,,,,78.0,20.0,,,,,,,
????-??-??,1462303,-112.8810384288583,27.25083468793281,0,19,Mexico,,,,,,,36.0,,,10.0,,,7.9,,,,,,22.0,42.0,,,,,,,
????-??-??,1462308,-111.68668391015323,24.84002074793875,0,14,Mexico,,,,,,,12.0,,,1.0,,,8.0,,,,,,74.0,14.0,,,,,,,
????-??-??,1462317,-110.06301339448638,27.974597062693743,0,24,Mexico,,,,,,,,,,1.0,,,8.2,,,,,,,,,,,,,,
????-??-??,1462319,-109.84115330278192,27.47575186341965,0,15,Mexico,,,,,,,40.0,,,1.0,,,6.9,,,,,,34.0,26.0,,,,,,,
????-??-??,1462329,-112.9857399807338,26.71205623332259,0,17,Mexico,,,,,,,34.0,,,35.0,,,8.9,,,,,,28.0,38.0,,,,,,,
????-??-??,1462336,-111.81334294704688,26.28021539634994,0,14,Mexico,,,,,,,56.0,,,1.0,,,8.4,,,,,,22.0,22.0,,,,,,,
????-??-??,1462339,-108.43103264307514,26.13782794100116,0,20,Mexico,,,,,,,20.0,,,1.0,,,4.8,,,,,,52.0,28.0,,,,,,,
????-??-??,1462354,-106.34471349827913,27.17829523800947,0,5,Mexico,,,,,,,18.0,,,1.0,,,5.7,,,,,,62.0,20.0,,,,,,,
????-??-??,1462354,-106.34471349827913,27.17829523800947,0,11,Mexico,,,,,,,16.0,,,1.0,,,7.9,,,,,,64.0,20.0,,,,,,,
????-??-??,1462364,-105.16336961063348,27.09615520213773,0,22,Mexico,,,,,,,46.0,,,1.0,,,8.1,,,,,,36.0,18.0,,,,,,,
????-??-??,1462371,-107.3759359951115,26.883359767042155,0,11,Mexico,,,,,,,18.0,,,1.0,,,5.6,,,,,,60.0,22.0,,,,,,,
????-??-??,1462371,-107.3759359951115,26.883359767042155,11,25,Mexico,,,,,,,20.0,,,1.0,,,5.1,,,,,,62.0,18.0,,,,,,,
????-??-??,1462374,-105.06753641263262,26.974895272829983,0,30,Mexico,,,,,,,36.0,,,1.0,,,8.0,,,,,,32.0,32.0,,,,,,,
????-??-??,1462375,-105.9194343122737,26.916842720816696,0,7,Mexico,,,,,,,24.0,,,1.0,,,6.0,,,,,,42.0,34.0,,,,,,,
????-??-??,1462414,-107.89231641706995,24.66797083594525,0,5,Mexico,,,,,,,2.0,,,30.9,,,7.6,,,,,,28.0,70.0,,,,,,,
????-??-??,1462414,-107.89231641706995,24.66797083594525,5,21,Mexico,,,,,,,2.0,,,22.8,,,7.7,,,,,,40.0,58.0,,,,,,,
????-??-??,1462423,-104.45056042270821,24.24830847921284,0,25,Mexico,,,,,,,32.0,,,1.0,,,8.2,,,,,,48.0,20.0,,,,,,,
????-??-??,1462429,-103.41864243252664,24.992369569581957,0,29,Mexico,,,,,,,22.0,,,1.0,,,8.4,,,,,,42.0,36.0,,,,,,,
????-??-??,1462443,-100.53416138486644,27.29336796228734,0,30,Mexico,,,,,,,38.0,,,1.0,,,8.2,,,,,,22.0,40.0,,,,,,,
????-??-??,1462447,-100.49981085596619,26.974563024291033,0,25,Mexico,,,,,,,32.0,,,1.0,,,8.1,,,,,,30.0,38.0,,,,,,,
????-??-??,1462456,-98.80830095550597,26.261443112755327,0,16,Mexico,,,,,,,20.0,,,1.0,,,8.1,,,,,,54.0,26.0,,,,,,,
????-??-??,1462458,-99.74138370664528,26.022405869203123,0,26,Mexico,,,,,,,30.0,,,1.0,,,7.7,,,,,,40.0,30.0,,,,,,,
????-??-??,1462459,-98.214774363858,26.01236008490346,0,26,Mexico,,,,,,,12.0,,,1.0,,,7.6,,,,,,70.0,18.0,,,,,,,
????-??-??,1462461,-97.70938018312073,25.977402043796296,0,28,Mexico,,,,,,,42.0,,,3.7,,,7.6,,,,,,30.0,28.0,,,,,,,
????-??-??,1462462,-97.2945351040494,25.840017847871778,0,18,Mexico,,,,,,,34.0,,,1.0,,,8.2,,,,,,40.0,26.0,,,,,,,
????-??-??,1462466,-97.64266010053677,25.468582114727525,0,24,Mexico,,,,,,,42.0,,,3.7,,,8.5,,,,,,32.0,26.0,,,,,,,
????-??-??,1462497,-98.02815841231315,24.373429501529632,0,20,Mexico,,,,,,,8.0,,,1.0,,,6.4,,,,,,86.0,6.0,,,,,,,
????-??-??,1462498,-98.46593146222968,24.261298229793873,0,29,Mexico,,,,,,,62.0,,,4.5,,,7.8,,,,,,16.0,22.0,,,,,,,
????-??-??,1462504,-116.25461689156776,31.87953856994977,0,21,Mexico,,,,,,,8.0,,,1.0,,,6.4,,,,,,76.0,16.0,,,,,,,
????-??-??,1462506,-116.63689848496196,31.696107278108464,0,9,Mexico,,,,,,,14.0,,,1.0,,,6.3,,,,,,66.0,20.0,,,,,,,
????-??-??,1462507,-116.30226312182128,31.662332071493925,0,12,Mexico,,,,,,,22.0,,,1.0,,,6.7,,,,,,58.0,20.0,,,,,,,
????-??-??,1462514,-116.3031318200311,30.966691823922513,0,14,Mexico,,,,,,,14.0,,,4.5,,,7.0,,,,,,64.0,22.0,,,,,,,
????-??-??,1462517,-116.00959147514679,30.689507292963153,0,19,Mexico,,,,,,,44.0,,,15.0,,,7.6,,,,,,38.0,18.0,,,,,,,
????-??-??,1462518,-115.81064132864763,30.55009080260078,0,22,Mexico,,,,,,,14.0,,,1.0,,,7.0,,,,,,64.0,22.0,,,,,,,
